BB_1	BB_2	BB_3	BB_4	BD_1	BD_2	BD_3	BD_4	BN_1	BN_2	BN_3	BN_4	CS_1	CS_2	CS_3	CS_4	CT_1	CT_2	CT_3	CT_4	FD_1	FD_2	FD_3	FD_4	FJ_1	FJ_2	FJ_3	FJ_4	FL_1	FL_2	FL_3	FL_4	JTW_1	JTW_2	JTW_3	JTW_4	LH_1	LH_2	LH_3	LH_4	WS_1	WS_2	WS_3	WS_4	WZ_1	WZ_2	WZ_3	WZ_4	XZY_1	XZY_2	XZY_3	XZY_4	YJC_1	YJC_2	YJC_3	YJC_4	YW_1	YW_2	YW_3	YW_4	YY_1	YY_2	YY_3	YY_4	ZG_1	ZG_2	ZG_3	ZG_4	ZX_1	ZX_2	ZX_3	ZX_4
MEskyblue	0.0126645656009638	-0.0178060935776601	-0.0224369763002241	-0.0224369763002241	-0.0224369763002241	-0.0224369763002241	-0.0224369763002241	-0.0177984149774744	0.00364250180071503	-0.00897015014744567	-0.0224369763002241	-0.0215530918885459	0.00921109443684777	-0.00952833821952702	-0.0224369763002241	-0.0224369763002241	0.987816409136977	-0.0208583850219519	-0.0224369763002241	-0.00563789064304792	-0.0144010856802735	-0.0158498391658939	-0.0224369763002241	-0.00911377346983504	-0.0095426872404784	-0.00277032993580086	-0.0224369763002241	-0.0180580394090797	-0.014957108401232	0.0063147961480394	-0.0224369763002241	-0.0144256304006074	0.0395258855399536	-0.0146163252137988	-0.0224369763002241	-0.0173984464936482	0.0145506891885453	-0.0137728566613714	-0.0224369763002241	-0.0210360526527422	-0.0159845431087644	-0.0224369763002241	-0.0224369763002241	-0.014550730935281	-0.0155080262719569	-0.00340407716586869	-0.0224369763002241	1.75647757643779e-05	-0.0224369763002241	0.0180801739807077	-0.00414081044667113	-0.00290201840039809	-0.0224369763002241	-0.0224369763002241	-0.0224369763002241	-0.00901059718942842	-0.0224369763002241	-0.0224369763002241	-0.0224369763002241	-0.0179426161576412	-0.0224369763002241	-0.0064707844759745	-0.0224369763002241	0.0045811725061912	-0.0224369763002241	-0.0224369763002241	-0.0224369763002241	-0.0153135840094944	-0.0210360526527422	-0.0224369763002241	-0.0224369763002241	-0.00650020779312171
MEdarkturquoise	0.0109772301927349	-0.0222444109247211	-0.022244410924721	-0.020764027056065	-0.01121846268815	-0.0183168889181734	-0.022244410924721	-0.00998105360593338	-0.0140695435189941	-0.022244410924721	-0.022244410924721	-0.00041392985818264	0.00505974880063187	-0.022244410924721	-0.0197558112168195	-0.00112822184790474	-0.009101176147055	-0.00595218844537919	-0.022244410924721	0.00319854736152243	-0.022244410924721	-0.022244410924721	-0.022244410924721	-0.0198300088266228	-0.0108862987979636	-0.022244410924721	-0.022244410924721	-0.022244410924721	0.0242096133483029	-0.0143893669116258	-0.022244410924721	-0.00681052262191298	0.988672381847746	-0.00707484515582337	-0.022244410924721	-0.00938652849483248	0.00396909649362687	-0.00880463201525121	-0.0115936381299746	-0.022244410924721	-0.022244410924721	-0.022244410924721	-0.022244410924721	-0.022244410924721	-0.0122972605484008	-0.022244410924721	-0.022244410924721	-0.0160194358235859	-0.0197558112168195	0.00825597510153393	-0.022244410924721	-0.022244410924721	-0.022244410924721	-0.00847091088506357	-0.00998105360593336	-0.00832030761235145	-0.0197558112168195	-0.0102508411470617	-0.022244410924721	-0.022244410924721	-0.0125217241296866	0.0124373145209741	-0.022244410924721	-0.022244410924721	-0.022244410924721	-0.0162476260358913	-0.022244410924721	-0.022244410924721	0.021348095412988	-0.00299192202110701	-0.0183000737083915	-0.0119169312812138
MEgrey60	0.0703349186518591	-0.0105116468854132	-0.018846063648978	-0.00815064911870346	-0.0247064284024301	-0.0337910899055323	-0.0346818977478195	-0.0331943230625329	0.0567450751412242	-0.0201989150298978	-0.0339181316855125	-0.0185699705081846	0.0747474667779879	-0.0246223166158306	-0.0310777816553309	-0.0194687817428057	0.118707186075376	-0.0234894555194462	-0.0346818977478195	-0.0100975959993023	0.0941219595958384	-0.0200830052424697	-0.0346818977478195	-0.0271131429021231	0.00508172410974424	-0.026355814182042	-0.0346818977478195	-0.0245081240317155	0.0326786959400739	-0.0101000935140239	-0.0346818977478195	-0.0131009869746443	0.166712416428396	-0.0151887327912629	-0.0293421413166422	-0.026841336852094	0.943711195453519	-0.0166439153004526	-0.0346818977478195	-0.0231091819389629	-0.0172262443224467	-0.027981158375256	-0.0346818977478195	-0.0311635891179723	0.00122610210053682	-0.00288202728439055	-0.0182052508375806	-0.0318472226803063	-0.0134726204290534	-0.0297303149117618	-0.0346818977478195	-0.0317428676625368	-0.0237139660148622	-0.0242158269281242	-0.0346818977478195	-0.0346818977478195	-0.0269698934692403	-0.0235819500963504	-0.0346818977478195	-0.0292578161289425	-0.0216721027700713	-0.0095196032640843	-0.0324612675794777	-0.0321053982557596	-0.0162567319314788	-0.0238291484956106	-0.0346818977478195	-0.0306464762767725	-0.0261625883037195	-0.0290151138905865	-0.0339181316855125	-0.0172770317624898
MElightgreen	-0.0211220283734754	-0.0014213867199568	-0.0239587256265771	-0.00513865349129009	-0.00735866149199648	-0.0167895127484474	-0.0106165198470434	-0.0207230578464325	-0.0202040186258309	-0.0135278388906237	-0.0218718526681266	-0.0181509477484782	-0.0171121762406518	-0.0239587256265771	-0.0218718526681266	-0.0140982631056434	0.00759211898864848	-0.00467787745618506	-0.0221611911008133	-0.00134552200996161	-0.00284942131021324	-0.00741656889659193	-0.0239587256265771	-0.0143150174939714	-0.0152349572315352	-0.0239587256265771	-0.0239587256265771	-0.0221611911008133	0.0210158576237514	-0.0187620810758465	-0.0239587256265771	-0.0230599583636952	-0.0164287765874923	-0.0239587256265771	-0.0239587256265771	-0.00442661062710985	-0.0122281445355208	-0.0239587256265771	-0.0239587256265771	-0.0129723409253845	-0.00923439775975201	-0.0239587256265771	-0.0225342132180335	-0.0207336508294599	0.0180277436105893	-0.0239587256265771	-0.0239587256265771	-0.00295671540388505	0.985990964550271	-0.0239587256265771	-0.00921936705838837	-0.0122083113539325	0.0515054736711744	-0.0239587256265771	-0.0239587256265771	-0.00934498617537151	0.0274918146413527	-0.0239587256265771	-0.0239587256265771	-0.0225342132180335	0.0058493773549218	-0.0239587256265771	-0.0218718526681266	-0.0225342132180335	0.0165342783077647	-0.0178156328995354	-0.0239587256265771	-0.0177534663113306	-0.0145825675130154	-0.0239587256265771	-0.0239587256265771	-0.0155456481556223
MEdarkorange	-0.0229530381716402	-0.02029689072948	-0.0239354295419437	-0.00661225932265613	0.00199372770433525	-0.0239354295419437	-0.0183986910855935	-0.0239354295419437	-0.0239354295419437	-0.0190424302136244	-0.0201244545287701	-0.0239354295419437	-0.0152915220775469	-0.0239354295419438	-0.0239354295419437	-0.0113460172098792	-0.000989077930036831	-0.0101544427977201	-0.0239354295419437	-0.0239354295419438	0.00146305399823574	-0.0239354295419437	-0.0239354295419437	-0.0239354295419437	-0.0144013962731017	-0.00381129215487272	-0.0212204361627807	-0.0223783760589809	-0.0223783760589809	-0.0239354295419437	-0.0239354295419437	-0.0114959596996301	-0.0239354295419437	-0.0239354295419437	-0.0239354295419437	-0.0208095252394041	0.0118577428280423	0.00249607160188558	-0.0239354295419437	-0.0128833095832752	0.0049977470804033	-0.0239354295419437	-0.0239354295419437	-0.0208095252394041	0.0322598383093238	-0.0239354295419437	-0.0239354295419437	0.0171763244480258	0.0483195468733461	-0.0213959846886776	-0.0146650999713196	-0.0239354295419437	0.0185509701522411	-0.0239354295419437	-0.0163261242472828	-0.0239354295419437	0.0326942873921797	-0.0168650731768254	-0.01123856368916	-0.0239354295419437	0.0611182889784655	-0.0102926761803641	-0.0239354295419437	-0.0239354295419437	0.982080768019935	-0.0173631085292092	-0.0225779328523622	-0.0239354295419437	-0.0229530381716404	-0.0239354295419437	-0.0239354295419437	-0.0239354295419437
MEtan	0.00211216548609847	-0.0318705010856345	-0.0282108251375787	0.00141526961947336	0.958678993220816	-0.030088073921275	-0.0227411093687437	-0.0218082856187622	-0.0225133183777215	-0.0290714964309385	-0.0242442871266396	0.00365896134089036	-0.0190705649292274	-0.00750227901616577	-0.0284084267058529	0.000142065463893951	-0.0219451754977354	-0.0322328489352527	-0.0259554724704572	0.00817666762344237	-0.00290421168727091	-0.0233627518440325	-0.0224210641416974	-0.0217501085018169	-0.0283924747232031	-0.0310007912610662	-0.0240889466455578	-0.0211108211007603	0.0205384242689396	-0.0184088012047848	-0.0322709499721219	-0.0217762053842578	-0.0136598654878063	0.00873678515117124	-0.0183593533143677	0.0061430293785595	-0.0229113561010404	-0.0298807120550015	-0.0291609355181485	-0.00763806527843983	0.0157540257946983	-0.0312493492967478	-0.0222369471201836	-0.0298080488970092	0.00165621539192944	-0.0271658901198382	-0.0143437484593252	-0.0226616506365629	0.0211659649951311	-0.0298414948295153	-0.0230382649264954	-0.010119170956389	-0.0132099481494997	-0.015272774099341	-0.00822823241004956	-0.0293490318820966	-0.00457567759150558	-0.0189358149245499	-0.0255623302817042	-0.0132281791120156	-0.0107535922812357	-0.0136888347998691	-0.019390181233346	-0.0276914476965743	0.220853208339362	-0.0313549740601466	-0.00439237745167943	-0.0261257921862569	-0.0244059483444622	-0.0157883028482218	-0.0218265549422648	-0.0200271376941602
MEcyan	-0.00749946997466733	-0.024940831652143	-0.00988195185048809	-0.0146787130284586	-0.0249408316521431	-0.0249408316521431	0.0772171903279711	-0.0167172941039542	-0.0125238782282488	-0.0249408316521431	0.0188028522262667	-0.0249408316521431	-0.0249408316521431	-0.0113018313956325	-0.0249408316521431	-0.0249408316521431	-0.0205178236005664	-0.0154362419469146	-0.00680581177231046	-0.0175970717016423	-0.0249408316521431	-0.00817394041987155	-0.0210037089028323	-0.0147562338501354	-0.0249408316521431	-0.0218229506074337	0.0337709031958756	-0.00923151940824946	-0.0249408316521431	-0.0249408316521431	-0.0111660285011035	-0.0135389921137138	-0.0249408316521431	-0.0226529316083267	-0.0249408316521431	-0.0147562338501354	-0.0249408316521431	-0.0171894561995398	-0.0127528616768592	0.00900271971685273	-0.0183049488033059	-0.0155891252385486	0.9824753831343	-0.0124655985680224	-0.0249408316521431	-0.00532203781945654	-0.00204495545337125	0.0150095702705385	-0.0249408316521431	-0.0249408316521431	-0.0189831021790309	-0.0176659087729053	-0.0249408316521431	-0.0249408316521431	-0.0220722429886864	-0.023059845143188	-0.0249408316521431	-0.0226529316083267	-0.0154980538478191	-0.0249408316521431	-0.0249408316521431	-0.0191210395842223	0.0126464890158014	-0.00364550907895991	-0.0249408316521431	-0.0226529316083267	0.0234958130444598	-0.0185982806129093	-0.0213145958772958	-0.0249408316521431	0.0277348498984533	-0.0176389276014817
MEyellow	-0.00945833508359039	-0.0391244567059639	-0.036408420008569	-0.00356003365630474	-0.0229836515227209	-0.0419178319260611	0.127615532062001	-0.0157414470217773	-0.0352619057719816	-0.0324594083879716	-0.01068717107567	0.0193459852789793	-0.0361743497197949	-0.0306109777535232	0.000920272736243834	0.00806333734253205	-0.0420549840990138	-0.0419927883386558	0.02631594079573	0.0179935016595094	-0.0306395514507254	-0.0372992176836816	0.0339819813074823	-0.0341620462944227	-0.0425686434413885	-0.0436261167438375	0.032593321716842	-0.0361974372498818	-0.033909341655858	-0.0367572299641888	-0.00379935678676355	-0.0241472802557845	-0.0349003087092664	-0.0400878494228341	-0.0241722440485749	-0.0169785298780342	-0.037965501212782	-0.0407035754492743	-0.0106909647271392	0.000571776040645407	-0.0305008879790688	-0.0384017112494616	0.121535534421975	-0.0357946517999781	-0.0274129077743515	-0.0357933368334965	0.0485206681871425	-0.0272209957091435	-0.0173915361066037	-0.0389182137572084	0.0650072734347942	-0.0216266145988594	-0.0339979173228802	-0.0207707921797708	0.940222946417219	-0.0271076337564367	-0.0318504100811784	-0.0318441157733554	0.0517155202604015	-0.0300687450547405	-0.0324305111400063	-0.0268373203847689	0.0388901580528035	-0.0337855882063975	-0.0235703001843633	-0.0358596529955733	0.119090379679808	-0.0282590514878886	-0.0461682213740343	-0.0371574187623879	0.0154488050215727	-0.0280234438576922
MEwhite	-0.0192735478318717	-0.0192735478318724	-0.00218940916422484	-0.00414449621348037	-0.0192735478318726	-0.0192735478318721	-0.0192735478318725	-0.0192735478318725	-0.0192735478318724	-0.0192735478318723	-0.0192735478318728	-0.0038325108549696	-0.0192735478318723	0.0143596624731629	-0.0192735478318723	0.00663558656619946	-0.00682346635894421	-0.0129696827922773	-0.0192735478318723	-0.00928215813450706	-0.0192735478318723	-0.0192735478318723	-0.0073693439681848	-0.0111476645340952	-0.00629307808713305	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.000771525405587118	-0.0192735478318723	-0.0165120045523595	0.989741783980806	-0.0192735478318723	-0.0192735478318723	-0.0104483612530755	-0.00261215098001423	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0073693439681848	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	0.0100368976854459	-0.0192735478318723	-0.0192735478318723	-0.0137504612728466	0.028762772313961	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0083356255975566	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	0.00859065472612012	-0.00837425327279738	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.0192735478318723	-0.000771525405588403
MEbrown	0.000624586850283146	-0.0237298285043759	-0.0221800881471127	0.982817227982568	-0.00861439236473676	-0.0181882325026836	-0.0252306943672962	-0.0172805274208089	-0.0156483830561095	-0.0242423026785345	-0.0269179639377233	0.0443869449401785	-0.0171053536147405	-0.0218867325980162	-0.0256563536036967	0.0325426864053249	-0.00645454427393808	-0.0223395824826614	-0.0240036034372462	0.0414095513998373	-0.0181476190920572	-0.0235026741296635	-0.0260558356564429	-0.00723687489770181	-0.0242676932846788	-0.0247909511102803	-0.0226800943234044	-0.0115224736909897	-0.0103168148684155	-0.0201314667418509	-0.0259542653113787	0.0249229481040475	-0.0090863432394291	-0.0245746247641531	-0.0267509477232425	0.0323872082996095	-0.0169069286744563	-0.0232236639440388	-0.0255616788964389	0.0332765162432371	-0.0188960437062457	-0.0235772350272058	-0.018868845947653	0.00886988337447044	-0.0167849720640914	-0.0233400945397287	-0.0200522012834006	-0.0083000104942868	-0.0201092041358537	-0.020976757487808	-0.0258235479544811	-0.0154260710107768	-0.0294544594322889	-0.0122340826191329	-0.00904258595808479	-0.015685765736935	-0.0290591626766495	-0.0231755868961579	-0.0281223624341159	0.000941890632488644	-0.0265204351037577	-0.007726370967858	-0.0229084268943698	-0.00602571499178834	-0.0106442777323617	-0.0189635200620162	-0.0242221594530005	0.00119008418490013	-0.0324088459777978	-0.023147007387807	-0.0240190508632866	-0.00766519623970292
MEgreenyellow	-0.0220620586065455	-0.0245516665960521	-0.0173122102868709	0.0147520848020696	-0.0158909170313723	-0.0210885402809496	-0.0222593018519259	-0.0127318184528167	-0.0154826889020376	-0.0127818424385142	-0.021581382046852	0.0295978439481564	-0.0178714011009721	-0.0211914522242326	-0.0253682280234384	0.0355501200261011	-0.0182394432462226	-0.0223428225896646	-0.0253682280234384	0.0147737249192082	-0.0221534025820963	-0.0124685124347661	-0.0253682280234384	0.000423990254788661	-0.0230816316470837	-0.0179080978287019	-0.0185544252265882	0.00346490424463272	-0.0154651549515636	-0.0157419323579225	-0.0225756524945664	-0.0106407094288913	-0.00981413560230873	-0.017177617742954	-0.0253682280234384	0.0743545420000866	-0.0185475570238955	-0.018546470595699	-0.0216629937223231	0.983409048132559	-0.0199184292202123	-0.0233269530898576	-0.0129237390707108	-0.0209739790514258	-0.0116128453200489	-0.0161683191722926	-0.0212044475307523	-0.0153538480948589	-0.0219259374505402	-0.011802374803689	-0.0235907785516694	-0.0169750323011421	-0.0227551557864484	-0.0223020901404163	-0.0253682280234384	-0.0209869744699579	-0.0240539480561135	-0.0121230321041345	-0.0190429347331108	-0.00696710880957303	-0.0225298374529359	-0.0218074057432737	-0.0164308970440207	-0.0198537216428425	-0.0154634861523259	-0.022571680749116	-0.0235907785516694	0.0232674374085559	-0.0194684151168285	-0.0230337286758449	-0.0253682280234384	0.0110993905846733
MEmagenta	-0.00906308447890759	-0.0147900416579058	-0.0207874135769183	-0.000971248927734848	-0.0139307886053883	-0.00624483416078036	-0.021380545083247	-0.0167517120865899	-0.0128361992327359	-0.019288625177387	-0.0220314297772313	0.0272568097668025	-0.0129461620808965	-0.0178246167982716	-0.0220314297772313	0.989820352479453	-0.0170464390345529	-0.0155649949027296	-0.020999801944973	0.00785149746545783	-0.0176657948621757	-0.0123347883343914	-0.0220314297772313	-0.0166612691201748	-0.0198267321243591	-0.0158178211467721	-0.0193939346863536	-0.0113814881695015	-0.00747640770181401	-0.014565381691487	-0.0220314297772313	-0.0125474535968586	-0.0140798957461042	-0.0207727024249119	-0.0176159421471758	0.033784005371559	-0.0123811049389735	-0.0205543832855908	-0.0220314297772313	-7.77576465136145e-05	-0.00965841214057963	-0.00625511041701181	-0.0108071371303362	-0.0212465429425288	-0.0107120240478724	-0.0166320924665364	-0.0186394469138775	-0.0138913513673897	-0.0179168533387425	-0.00857226427069168	-0.0181695480799259	-0.0207874135769183	-0.0121213539674266	-0.0144256507051515	-0.00618819781040907	-0.0148691862520481	-0.0213344175098911	-0.0139895862529899	-0.0220314297772313	-0.0129821088259275	-0.0141902411813855	-0.0142358821562984	-0.0136879720262887	-0.0177292956472484	-0.017293664112981	-0.0164864528553661	-0.0220314297772313	-0.0192806971057721	-0.0220314297772313	-0.0173673101253799	-0.021352759060295	-0.00805888920597365
MEblack	-0.0210954709626324	-0.0257538540391161	-0.0236916644350544	0.0183219368178143	-0.0213071784210148	-0.016361509662563	-0.0275719625877116	0.0400869639667314	-0.0158275956020205	-0.0209351024183138	-0.0294246784413425	0.0269851543048785	-0.0162674715545235	-0.024045488109138	-0.0204586888405753	0.0329378767897625	-0.000247769311762784	-0.02904959287486	-0.0268279186262418	0.028502645868258	-0.0147723764000607	-0.0226347155602909	-0.0252290425475911	0.0438016326401467	-0.0294246784413424	-0.0211967729056406	-0.0217151754695371	-0.00854506261571908	-0.0137190167113782	-0.0233330347733094	-0.0210650666900615	-0.0110024981943073	-0.00999455954591508	-0.0216020025046619	-0.0294246784413424	0.980764982236945	-0.0133804072299671	-0.0215268720695344	-0.0276149342463941	0.0606217515137799	-0.0204880064987795	-0.0252374252151571	-0.0166504227821593	-0.015530520684381	-0.0251164477175624	-0.0160728506198329	-0.0250188741747039	0.00969206071410253	-0.0186458485336967	-0.0125679547720726	-0.0294246784413424	-0.012212136684235	-0.0294246784413424	-0.018484147159119	-0.0244621774367207	-0.0117049135569494	-0.0272103435493497	-0.0171319950229582	-0.0294246784413424	-0.0172086176948274	-0.0219198231817664	-0.0244983797555259	-0.0190451650451613	1.062676610081e-05	-0.0165443134157212	-0.0161498925239768	-0.0234453342968735	-0.00522161277613521	-0.0261043561456419	-0.0239262402336883	-0.019739750432945	0.00193279384937148
MEpink	-0.0183298808621705	-0.0177098037515354	-0.0119240228989593	-0.0119279764412685	-0.0106469717242332	-0.0217661601653076	-0.023343664612439	-0.000165369715275868	-0.0223124880504753	-0.00831700276589958	-0.0136721950556057	0.98847786771135	-0.0233436646124389	-0.0132037781889	-0.0204459587338432	0.0233818988414632	-0.0113202018077419	-0.0198260993202159	-0.0178345459891631	0.0185504506701534	-0.0165146838788008	-0.0185910467778451	-0.0152359194044094	-0.0115920975384553	-0.0198710894393962	-0.0208168098879852	-0.0208232810881612	-0.0116675135421299	-0.0192234115729092	-0.0219403068761545	-0.0186372380158269	-0.00781983592488519	-0.00804661745658885	-0.016134440253955	-0.0196159520578115	0.0376168148958197	-0.0126123305106425	-0.0233436646124389	-0.0190130071501465	0.0247265951391553	-0.0233436646124389	-0.0195858142165682	-0.0192339268741476	-0.0216389058717969	-0.0168117812169495	-0.0170348181910024	-0.0233436646124389	-0.00620460218939064	-0.0182939588384027	-0.0150335159710115	-0.0026594199370019	-0.00292784270195046	-0.0233436646124389	-0.0224582444617124	-0.010358580036657	-0.00425055150166422	-0.0197552136240646	-0.0214371869272247	-0.0233436646124389	-0.0130234263346599	-0.0137146702875532	-0.013702524126264	-0.0126917832784957	-0.0169149572951537	-0.0197656358316156	-0.0207838250880065	-0.0186793741202825	-0.0128726343211027	-0.0233436646124389	-0.0165481447245946	-0.0209566822785818	-0.0111082532658783
MEpurple	-0.102384666413934	-0.0795356529087003	-0.0583239691428499	0.156160325593035	0.00710719588749817	0.0175232875823464	-0.0939726946509968	0.221858739047822	-0.11378267253416	-0.0851834174297184	-0.0552403053864499	0.154403107781882	-0.0775090264298209	-0.0766462590590734	-0.121312798797762	0.146876478644299	-0.0424966491409142	-0.080344344628266	-0.11304095690031	0.1768217618661	-0.0603036567518365	-0.0625657107068758	-0.0885243214462094	0.173286944347181	-0.141041258687848	-0.0036642112240299	-0.0154126767702858	0.237059819135194	-0.0308155082556657	-0.0523956220331059	-0.0971001774277915	0.143744535596852	-0.0831151799345088	-0.0639490290958809	-0.136540844497029	0.181453651388862	-0.0450566629836121	-0.0940816295399019	-0.0796301911330825	0.159378426471185	-0.0831442951354581	0.00473175935823179	-0.0648245792570137	0.231979898442898	-0.0932887861012597	-0.0392963284082171	-0.0510244925650602	0.197045502853334	-0.0951198057935883	-0.00498370112911783	-0.101041970281914	0.194185623162624	-0.116640025245209	-0.0147273454249224	-0.049447457265507	0.181470564644768	-0.115668487381727	0.0165143543200818	-0.116815493762611	0.204304312438243	-0.10175513362404	-0.0139810858681504	-0.0197841519865121	0.218430839595678	0.011262322097749	0.0496783482493947	-0.071828795432977	0.26072414865272	-0.1378670896252	-0.0651731394686292	-0.0311309944052005	0.195511304914956
MEblue	-0.0111666166227287	-0.0297748618160699	-0.0167434008282463	0.00278803837502718	-0.00820388391341073	-0.0272833803086482	-0.0162582650654688	-0.0144040780326937	-0.0271768953288221	-0.0174883405668496	-0.0226444715268858	0.115021107573663	-0.0298062646301715	-0.019532602233693	-0.0204854576383661	0.0905775399615661	-0.0266997551574645	-0.0292628887461826	-0.0066434837932205	0.970831459001016	-0.0262387407221366	-0.0208496512529268	-0.0127688242802188	-0.0246754065096995	-0.0288583029351735	-0.0283661384518939	-0.0251929859430416	-0.0204359356501362	-0.0249299164797132	-0.0214407069948576	-0.0279756247483235	0.00235919138402365	-0.0245332023157432	-0.0266379181411576	-0.0218150851177288	0.0474379365994298	-0.0247623116695844	-0.0228327303513473	-0.0197131964697772	0.0367342155966434	-0.0260987386099109	-0.0238125084000396	-0.000429871172535134	-0.0158330864559496	-0.0218977383231555	-0.0219169589850911	-0.0146617259102172	-0.0112700118373035	-0.0215065960853514	-0.0209119704253685	-0.0141671736005999	0.00102074898905433	-0.0264168651191501	-0.020244549264552	0.0504326107857203	-0.0134191425213486	-0.0258031498486608	-0.0267539209945649	-0.0172098351770212	-0.0176344924091763	-0.0261754638010758	-0.0212399984881522	-0.0245408087514719	-0.0156000054728116	-0.0206307150122645	-0.0211555338083386	-0.0118435965251029	-0.0162589842494314	-0.0291606847973555	-0.0231933386295036	-0.021069004096681	-0.020745055251576
MEturquoise	-0.0398109534738109	-0.0731556185619082	-0.0710652670638014	0.123719842911323	0.00799233880282959	-0.0777351431004696	-0.0512709647259851	-0.0203995928712361	-0.0677725203744404	-0.0241350598065359	-0.0497224886504807	0.473701211773235	-0.0271099084485817	-0.0430101226086468	-0.0378307946048984	0.469687451879061	-0.0397836574147865	-0.049865234379169	-0.0477556513086464	0.431012891189279	-0.011717602143495	-0.0553745933371365	-0.0429421346966535	0.0422685626818372	-0.087907844183807	-0.0829500071245216	-0.0486275684310362	0.00788331598862221	-0.00246773162146411	-0.0182924806397521	-0.0461681886795859	0.173888152581923	0.0214883880251373	-0.0484894275294722	-0.071036818580552	0.322222726076154	0.0251543590489427	-0.0514474199224164	-0.0421704902567889	0.264416479896667	-0.0654101356547477	-0.0598626916507418	-0.029377995190226	-0.0245190781916263	0.0131418128092431	-0.0599410188112976	-0.0433991772929545	0.016070945672805	-0.00536350172797759	-0.0571040036748253	-0.0299828953237249	0.0128003625812403	-0.0642516969282487	-0.0592257746215362	0.0744798601062787	-0.0182414542888633	-0.066045782854714	-0.0643306576882304	-0.0558405242565781	-0.0151124050768734	-0.0414052871011624	-0.0149322820754399	-0.0390099913236104	0.00104041481569487	-0.0318812534032703	-0.0719412134152729	-0.0377781522282783	-0.00995066659430537	-0.0973320149469294	-0.0598508448954535	-0.0455011910922798	0.0166378580089721
MEdarkgreen	-0.0262012951966239	-0.0262012951966254	-0.0262012951966258	0.00169625489461558	-0.0262012951966257	-0.026201295196626	-0.0262012951966258	0.0446182339930996	-0.0262012951966258	-0.0200657988910218	-0.0262012951966258	-0.00421030047788687	-0.0262012951966258	-0.0223302280244925	-0.0262012951966259	0.000120439508213702	-0.0222066824112136	-0.0139303025854178	-0.0262012951966258	-0.00496393026005086	-0.0228234124448744	-0.0144870271619654	-0.0262012951966258	0.967947022661975	-0.0262012951966258	-0.0262012951966258	-0.0262012951966258	0.0697781879100514	-0.0262012951966258	-0.0169764105311337	-0.0262012951966258	0.0640238627574375	-0.0234745477647305	-0.0262012951966258	-0.0262012951966258	0.06705913636356	-0.0262012951966258	-0.0262012951966258	-0.0262012951966258	-0.0021796056174759	-0.0228234124448744	-0.0262012951966258	-0.0262012951966258	-0.0190710705859829	-0.0262012951966258	-0.0200657988910218	-0.0262012951966258	0.0613730497478317	-0.0262012951966258	-0.00159142412300741	-0.0262012951966258	-0.0262012951966258	-0.0200657988910218	-0.0262012951966258	-0.0262012951966258	-0.00327087320095945	-0.0262012951966258	-0.0223302280244925	-0.0262012951966258	-0.0229412248208298	-0.0262012951966258	-0.0262012951966258	-0.0228234124448744	0.0440365091034372	-0.0262012951966258	-0.0262012951966258	-0.0262012951966258	-0.016400796783433	-0.0262012951966258	-0.0228234124448744	-0.0228234124448744	0.0858769269986948
MEsalmon	0.000246843122239104	-0.0221265372434029	-0.0221265372434029	-0.0161537090504188	-0.0144864121492638	-0.00286212999662221	-0.016873463611374	0.989246680847265	-0.0180087225092324	-0.0171219689915802	-0.020128563433836	-0.00373271581145852	-0.0136652200556616	-0.0221265372434029	-0.0221265372434029	-0.0116894944743761	-0.0221265372434029	-0.00097998472463116	-0.0221265372434029	0.000596264946754859	-0.0221265372434029	-0.0189035721419954	-0.0221265372434029	0.0231918076780804	-0.0221265372434029	-0.0188893952459709	-0.0170402154340406	-0.00722779138788039	-0.00707243949076564	-0.017376466895023	-0.0221265372434029	0.000859929688588536	-0.016246573888668	-0.0221265372434029	-0.019982993876772	0.00433927505999555	-0.017028105221008	-0.0221265372434029	-0.0221265372434029	-0.019424284778912	-0.0221265372434029	-0.0161086078211273	-0.0194648793515208	0.000200689998720079	-0.0144864121492638	-0.019982993876772	-0.0207872306245495	-0.0210262850747207	-0.0221265372434029	-0.01219554072749	-0.00941411447999477	0.00173189846032548	-0.0221265372434029	-0.00325943363310369	-0.00522157219055862	-0.000201295513289436	-0.0221265372434029	-0.0202092856756174	-0.0191044322028712	0.00674077089492838	-0.0198553792776583	-0.0221265372434029	-0.00131089637912008	-0.0148775694421065	-0.0221265372434029	-0.0144203476490007	-0.0221265372434029	0.0220073323862921	-0.0221265372434029	-0.0221265372434029	-0.0221265372434029	-0.0134306372466676
