source	target	weight	direction	fromAltName	toAltName
g__Alachosquilla	g__Aplus	0.101218618579013	undirected	-	-
g__Alachosquilla	g__Bayerotrochus	0.123296061227767	undirected	-	-
g__Alachosquilla	g__Cadlina	0.114521866905289	undirected	-	-
g__Alachosquilla	g__Calorithrix	0.113988543932926	undirected	-	-
g__Alachosquilla	g__Chelarctus	0.11654928535809697	undirected	-	-
g__Alachosquilla	g__Chondropoma	0.113988543932926	undirected	-	-
g__Alachosquilla	g__Costasiella	0.118787434517911	undirected	-	-
g__Alachosquilla	g__Edwardsianthus	0.113988543932926	undirected	-	-
g__Alachosquilla	g__Filinia	0.113431510550578	undirected	-	-
g__Alachosquilla	g__Gammarus	0.102370568498473	undirected	-	-
g__Alachosquilla	g__Gloiopeltis	0.11665767382968599	undirected	-	-
g__Alachosquilla	g__Haematospirillum	0.113988543932926	undirected	-	-
g__Alachosquilla	g__Halirages	0.11331103817367999	undirected	-	-
g__Alachosquilla	g__Haminoea	0.10651827801275099	undirected	-	-
g__Alachosquilla	g__Hydrovatus	0.102701073694401	undirected	-	-
g__Alachosquilla	g__Kraftia	0.113988543932926	undirected	-	-
g__Alachosquilla	g__Lepidocyrtus	0.113988543932926	undirected	-	-
g__Alachosquilla	g__Lupocyclus	0.113988543932926	undirected	-	-
g__Alachosquilla	g__Micippa	0.113988543932926	undirected	-	-
g__Alachosquilla	g__Neodilsea	0.113988543932926	undirected	-	-
g__Alachosquilla	g__norank_f__LiUU-11-161	0.102084130514629	undirected	-	-
g__Alachosquilla	g__Plasmoverna	0.11502269608558999	undirected	-	-
g__Alachosquilla	g__Polycera	0.12449006436946901	undirected	-	-
g__Alachosquilla	g__Pompholyx	0.11317578510705902	undirected	-	-
g__Alachosquilla	g__Propsilocerus	0.11217531665602601	undirected	-	-
g__Alachosquilla	g__Rhopalonema	0.115011960006485	undirected	-	-
g__Alachosquilla	g__Scytothamnus	0.10890899431470098	undirected	-	-
g__Alachosquilla	g__Stylaria	0.113988543932926	undirected	-	-
g__Alachosquilla	g__Tonna	0.109492616405963	undirected	-	-
g__Alachosquilla	g__Vitrina	0.113988543932926	undirected	-	-
g__Aplus	g__Bayerotrochus	0.11514212649956301	undirected	-	-
g__Aplus	g__Cadlina	0.114146698706302	undirected	-	-
g__Aplus	g__Calorithrix	0.117425065488893	undirected	-	-
g__Aplus	g__Chelarctus	0.10511722423846401	undirected	-	-
g__Aplus	g__Chondropoma	0.117425065488893	undirected	-	-
g__Aplus	g__Costasiella	0.12340824148924799	undirected	-	-
g__Aplus	g__Edwardsianthus	0.117425065488893	undirected	-	-
g__Aplus	g__Filinia	0.111909973409441	undirected	-	-
g__Aplus	g__Gammarus	0.104243604474347	undirected	-	-
g__Aplus	g__Gloiopeltis	0.109560567134599	undirected	-	-
g__Aplus	g__Haematospirillum	0.117425065488893	undirected	-	-
g__Aplus	g__Halirages	0.118770071337386	undirected	-	-
g__Aplus	g__Haminoea	0.108823832052974	undirected	-	-
g__Aplus	g__Kraftia	0.117425065488893	undirected	-	-
g__Aplus	g__Lepidocyrtus	0.117425065488893	undirected	-	-
g__Aplus	g__Lupocyclus	0.117425065488893	undirected	-	-
g__Aplus	g__Micippa	0.117425065488893	undirected	-	-
g__Aplus	g__Neodilsea	0.117425065488893	undirected	-	-
g__Aplus	g__norank_f__LiUU-11-161	0.105443219341518	undirected	-	-
g__Aplus	g__Plasmoverna	0.119381841275452	undirected	-	-
g__Aplus	g__Polycera	0.102367429175585	undirected	-	-
g__Aplus	g__Pompholyx	0.117573566311845	undirected	-	-
g__Aplus	g__Propsilocerus	0.11468529120539	undirected	-	-
g__Aplus	g__Rhopalonema	0.11906831759380301	undirected	-	-
g__Aplus	g__Scytothamnus	0.113019802448001	undirected	-	-
g__Aplus	g__Stylaria	0.117425065488893	undirected	-	-
g__Aplus	g__Tonna	0.10920388562047999	undirected	-	-
g__Aplus	g__Vitrina	0.117425065488893	undirected	-	-
g__Auxenochlorella	g__Bayerotrochus	0.110868759148989	undirected	-	-
g__Auxenochlorella	g__Cadlina	0.106799957563197	undirected	-	-
g__Auxenochlorella	g__Calorithrix	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Chelarctus	0.10569353654970402	undirected	-	-
g__Auxenochlorella	g__Chondropoma	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Costasiella	0.11217645645001899	undirected	-	-
g__Auxenochlorella	g__Edwardsianthus	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Filinia	0.100293967222574	undirected	-	-
g__Auxenochlorella	g__Gloiopeltis	0.10174444463608502	undirected	-	-
g__Auxenochlorella	g__Haematospirillum	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Halirages	0.107442260442627	undirected	-	-
g__Auxenochlorella	g__Kraftia	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Lepidocyrtus	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Lupocyclus	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Micippa	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Neodilsea	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Plasmoverna	0.109768626119032	undirected	-	-
g__Auxenochlorella	g__Polycera	0.101097249768145	undirected	-	-
g__Auxenochlorella	g__Pompholyx	0.106406711297384	undirected	-	-
g__Auxenochlorella	g__Propsilocerus	0.103856531388859	undirected	-	-
g__Auxenochlorella	g__Rhopalonema	0.10483084327498801	undirected	-	-
g__Auxenochlorella	g__Scytothamnus	0.104232239966732	undirected	-	-
g__Auxenochlorella	g__Stylaria	0.10550984600419099	undirected	-	-
g__Auxenochlorella	g__Vitrina	0.10550984600419099	undirected	-	-
g__Bayerotrochus	g__Cadlina	0.122270232713303	undirected	-	-
g__Bayerotrochus	g__Callophyllis	0.11033262604785199	undirected	-	-
g__Bayerotrochus	g__Calorithrix	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__Chelarctus	0.123404565653479	undirected	-	-
g__Bayerotrochus	g__Chondropoma	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__Chromulinospumella	0.107148943869591	undirected	-	-
g__Bayerotrochus	g__Costasiella	0.12329367041128801	undirected	-	-
g__Bayerotrochus	g__Edwardsianthus	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__Filinia	0.11925349347571401	undirected	-	-
g__Bayerotrochus	g__Gammarus	0.109256456595346	undirected	-	-
g__Bayerotrochus	g__Gloiopeltis	0.12867561210315598	undirected	-	-
g__Bayerotrochus	g__Haematospirillum	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__Halirages	0.123795874500583	undirected	-	-
g__Bayerotrochus	g__Haminoea	0.12317580481253099	undirected	-	-
g__Bayerotrochus	g__Hydrovatus	0.117805675179095	undirected	-	-
g__Bayerotrochus	g__Kraftia	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__Lepidocyrtus	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__Lupocyclus	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__Micippa	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__Neodilsea	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__norank_f__LiUU-11-161	0.11509003278567698	undirected	-	-
g__Bayerotrochus	g__Plasmoverna	0.127931900376295	undirected	-	-
g__Bayerotrochus	g__Polycera	0.119959485466469	undirected	-	-
g__Bayerotrochus	g__Pompholyx	0.131212201187901	undirected	-	-
g__Bayerotrochus	g__Propsilocerus	0.128240648010264	undirected	-	-
g__Bayerotrochus	g__Retusa	0.10628068511800601	undirected	-	-
g__Bayerotrochus	g__Rhopalonema	0.130286573097524	undirected	-	-
g__Bayerotrochus	g__Scytothamnus	0.12805970103315	undirected	-	-
g__Bayerotrochus	g__Stylaria	0.13034089207941998	undirected	-	-
g__Bayerotrochus	g__Tonna	0.12553300469345502	undirected	-	-
g__Bayerotrochus	g__Vitrina	0.13034089207941998	undirected	-	-
g__Cadlina	g__Callophyllis	0.115226707653029	undirected	-	-
g__Cadlina	g__Calorithrix	0.13285834274015	undirected	-	-
g__Cadlina	g__Chelarctus	0.11769946901250598	undirected	-	-
g__Cadlina	g__Chondropoma	0.13285834274015	undirected	-	-
g__Cadlina	g__Chromulinospumella	0.10776930622991802	undirected	-	-
g__Cadlina	g__Costasiella	0.123789085807107	undirected	-	-
g__Cadlina	g__Edwardsianthus	0.13285834274015	undirected	-	-
g__Cadlina	g__Filinia	0.129157151868192	undirected	-	-
g__Cadlina	g__Gammarus	0.11207249874052198	undirected	-	-
g__Cadlina	g__Gloiopeltis	0.125446568186589	undirected	-	-
g__Cadlina	g__Haematospirillum	0.13285834274015	undirected	-	-
g__Cadlina	g__Halirages	0.125654685230852	undirected	-	-
g__Cadlina	g__Haminoea	0.12531559041662801	undirected	-	-
g__Cadlina	g__Hydrovatus	0.11521261323014802	undirected	-	-
g__Cadlina	g__Kraftia	0.13285834274015	undirected	-	-
g__Cadlina	g__Lepidocyrtus	0.13285834274015	undirected	-	-
g__Cadlina	g__Lupocyclus	0.13285834274015	undirected	-	-
g__Cadlina	g__Micippa	0.13285834274015	undirected	-	-
g__Cadlina	g__Neodilsea	0.13285834274015	undirected	-	-
g__Cadlina	g__norank_f__LiUU-11-161	0.11391847765826801	undirected	-	-
g__Cadlina	g__Plasmoverna	0.128275504534518	undirected	-	-
g__Cadlina	g__Polycera	0.112836130452572	undirected	-	-
g__Cadlina	g__Pompholyx	0.13390356164063902	undirected	-	-
g__Cadlina	g__Propsilocerus	0.13082563856906498	undirected	-	-
g__Cadlina	g__Retusa	0.105467818018164	undirected	-	-
g__Cadlina	g__Rhopalonema	0.13180241744757	undirected	-	-
g__Cadlina	g__Scytothamnus	0.132463089537555	undirected	-	-
g__Cadlina	g__Stylaria	0.13285834274015	undirected	-	-
g__Cadlina	g__Tonna	0.127280839222774	undirected	-	-
g__Cadlina	g__Vitrina	0.13285834274015	undirected	-	-
g__Callophyllis	g__Calorithrix	0.113734768794045	undirected	-	-
g__Callophyllis	g__Chelarctus	0.100191176787105	undirected	-	-
g__Callophyllis	g__Chondropoma	0.113734768794045	undirected	-	-
g__Callophyllis	g__Costasiella	0.116295604350349	undirected	-	-
g__Callophyllis	g__Edwardsianthus	0.113734768794045	undirected	-	-
g__Callophyllis	g__Filinia	0.10272599756060401	undirected	-	-
g__Callophyllis	g__Gammarus	0.10216032215109698	undirected	-	-
g__Callophyllis	g__Gloiopeltis	0.104724655821862	undirected	-	-
g__Callophyllis	g__Haematospirillum	0.113734768794045	undirected	-	-
g__Callophyllis	g__Halirages	0.115340613622714	undirected	-	-
g__Callophyllis	g__Haminoea	0.10615206860862801	undirected	-	-
g__Callophyllis	g__Kraftia	0.113734768794045	undirected	-	-
g__Callophyllis	g__Lepidocyrtus	0.113734768794045	undirected	-	-
g__Callophyllis	g__Lupocyclus	0.113734768794045	undirected	-	-
g__Callophyllis	g__Micippa	0.113734768794045	undirected	-	-
g__Callophyllis	g__Neodilsea	0.113734768794045	undirected	-	-
g__Callophyllis	g__norank_f__LiUU-11-161	0.10257505505381301	undirected	-	-
g__Callophyllis	g__Plasmoverna	0.116762582962618	undirected	-	-
g__Callophyllis	g__Pompholyx	0.113534042170785	undirected	-	-
g__Callophyllis	g__Propsilocerus	0.111330964042047	undirected	-	-
g__Callophyllis	g__Rhopalonema	0.112104241760466	undirected	-	-
g__Callophyllis	g__Scytothamnus	0.11025445738261301	undirected	-	-
g__Callophyllis	g__Stylaria	0.113734768794045	undirected	-	-
g__Callophyllis	g__Tonna	0.107103593921633	undirected	-	-
g__Callophyllis	g__Vitrina	0.113734768794045	undirected	-	-
g__Calorithrix	g__Chelarctus	0.12508143900306598	undirected	-	-
g__Calorithrix	g__Chondropoma	0.150758844297423	undirected	-	-
g__Calorithrix	g__Chromulinospumella	0.10885396061345401	undirected	-	-
g__Calorithrix	g__Costasiella	0.138321844674932	undirected	-	-
g__Calorithrix	g__Edwardsianthus	0.150758844297423	undirected	-	-
g__Calorithrix	g__Filinia	0.12653866415608	undirected	-	-
g__Calorithrix	g__Gammarus	0.11716433825297501	undirected	-	-
g__Calorithrix	g__Gloiopeltis	0.134877495930467	undirected	-	-
g__Calorithrix	g__Haematospirillum	0.150758844297423	undirected	-	-
g__Calorithrix	g__Halirages	0.149032929406592	undirected	-	-
g__Calorithrix	g__Haminoea	0.13713602828808	undirected	-	-
g__Calorithrix	g__Hydrovatus	0.118707860665577	undirected	-	-
g__Calorithrix	g__Kraftia	0.150758844297423	undirected	-	-
g__Calorithrix	g__Lepidocyrtus	0.150758844297423	undirected	-	-
g__Calorithrix	g__Lupocyclus	0.150758844297423	undirected	-	-
g__Calorithrix	g__Micippa	0.150758844297423	undirected	-	-
g__Calorithrix	g__Neodilsea	0.150758844297423	undirected	-	-
g__Calorithrix	g__norank_f__LiUU-11-161	0.121297602327468	undirected	-	-
g__Calorithrix	g__Plasmoverna	0.14576685364601502	undirected	-	-
g__Calorithrix	g__Polycera	0.116492872772377	undirected	-	-
g__Calorithrix	g__Pompholyx	0.146446368585029	undirected	-	-
g__Calorithrix	g__Propsilocerus	0.147288001329093	undirected	-	-
g__Calorithrix	g__Retusa	0.10285605776776699	undirected	-	-
g__Calorithrix	g__Rhopalonema	0.14885322907570803	undirected	-	-
g__Calorithrix	g__Scytothamnus	0.135979603622031	undirected	-	-
g__Calorithrix	g__Stylaria	0.150758844297423	undirected	-	-
g__Calorithrix	g__Tonna	0.14192828177643602	undirected	-	-
g__Calorithrix	g__Vitrina	0.150758844297423	undirected	-	-
g__Chelarctus	g__Chondropoma	0.12508143900306598	undirected	-	-
g__Chelarctus	g__Costasiella	0.125709050693196	undirected	-	-
g__Chelarctus	g__Edwardsianthus	0.12508143900306598	undirected	-	-
g__Chelarctus	g__Filinia	0.11250649975801101	undirected	-	-
g__Chelarctus	g__Gammarus	0.10456136833777001	undirected	-	-
g__Chelarctus	g__Gloiopeltis	0.12064786676430499	undirected	-	-
g__Chelarctus	g__Haematospirillum	0.12508143900306598	undirected	-	-
g__Chelarctus	g__Halirages	0.12390400056658199	undirected	-	-
g__Chelarctus	g__Haminoea	0.11567242003625501	undirected	-	-
g__Chelarctus	g__Hydrovatus	0.10527151692435302	undirected	-	-
g__Chelarctus	g__Kraftia	0.12508143900306598	undirected	-	-
g__Chelarctus	g__Lepidocyrtus	0.12508143900306598	undirected	-	-
g__Chelarctus	g__Lupocyclus	0.12508143900306598	undirected	-	-
g__Chelarctus	g__Micippa	0.12508143900306598	undirected	-	-
g__Chelarctus	g__Neodilsea	0.12508143900306598	undirected	-	-
g__Chelarctus	g__norank_f__LiUU-11-161	0.10754400085533398	undirected	-	-
g__Chelarctus	g__Plasmoverna	0.124229304153459	undirected	-	-
g__Chelarctus	g__Polycera	0.121018562154494	undirected	-	-
g__Chelarctus	g__Pompholyx	0.12245201614591099	undirected	-	-
g__Chelarctus	g__Propsilocerus	0.122748686000039	undirected	-	-
g__Chelarctus	g__Rhopalonema	0.124588544616425	undirected	-	-
g__Chelarctus	g__Scytothamnus	0.116886027483559	undirected	-	-
g__Chelarctus	g__Stylaria	0.12508143900306598	undirected	-	-
g__Chelarctus	g__Tonna	0.119218459562166	undirected	-	-
g__Chelarctus	g__Vitrina	0.12508143900306598	undirected	-	-
g__Chondropoma	g__Chromulinospumella	0.10885396061345401	undirected	-	-
g__Chondropoma	g__Costasiella	0.138321844674932	undirected	-	-
g__Chondropoma	g__Edwardsianthus	0.150758844297423	undirected	-	-
g__Chondropoma	g__Filinia	0.12653866415608	undirected	-	-
g__Chondropoma	g__Gammarus	0.11716433825297501	undirected	-	-
g__Chondropoma	g__Gloiopeltis	0.134877495930467	undirected	-	-
g__Chondropoma	g__Haematospirillum	0.150758844297423	undirected	-	-
g__Chondropoma	g__Halirages	0.149032929406592	undirected	-	-
g__Chondropoma	g__Haminoea	0.13713602828808	undirected	-	-
g__Chondropoma	g__Hydrovatus	0.118707860665577	undirected	-	-
g__Chondropoma	g__Kraftia	0.150758844297423	undirected	-	-
g__Chondropoma	g__Lepidocyrtus	0.150758844297423	undirected	-	-
g__Chondropoma	g__Lupocyclus	0.150758844297423	undirected	-	-
g__Chondropoma	g__Micippa	0.150758844297423	undirected	-	-
g__Chondropoma	g__Neodilsea	0.150758844297423	undirected	-	-
g__Chondropoma	g__norank_f__LiUU-11-161	0.121297602327468	undirected	-	-
g__Chondropoma	g__Plasmoverna	0.14576685364601502	undirected	-	-
g__Chondropoma	g__Polycera	0.116492872772377	undirected	-	-
g__Chondropoma	g__Pompholyx	0.146446368585029	undirected	-	-
g__Chondropoma	g__Propsilocerus	0.147288001329093	undirected	-	-
g__Chondropoma	g__Retusa	0.10285605776776699	undirected	-	-
g__Chondropoma	g__Rhopalonema	0.14885322907570803	undirected	-	-
g__Chondropoma	g__Scytothamnus	0.135979603622031	undirected	-	-
g__Chondropoma	g__Stylaria	0.150758844297423	undirected	-	-
g__Chondropoma	g__Tonna	0.14192828177643602	undirected	-	-
g__Chondropoma	g__Vitrina	0.150758844297423	undirected	-	-
g__Chromulinospumella	g__Costasiella	0.11145975419716198	undirected	-	-
g__Chromulinospumella	g__Edwardsianthus	0.10885396061345401	undirected	-	-
