source	target	weight	direction	fromAltName	toAltName
g__Austenia	g__Austrokallymenia	0.22057795657532397	undirected	-	-
g__Austenia	g__Belostoma	0.22057795657532397	undirected	-	-
g__Austenia	g__Blastophyllis	0.22057795657532397	undirected	-	-
g__Austenia	g__Carychium	0.22057795657532397	undirected	-	-
g__Austenia	g__Cernosvitoviella	0.22057795657532397	undirected	-	-
g__Austenia	g__Chimarra	0.22057795657532397	undirected	-	-
g__Austenia	g__Dynamene	0.22057795657532397	undirected	-	-
g__Austenia	g__Echiniscus	0.22057795657532397	undirected	-	-
g__Austenia	g__Elaphoidella	0.22057795657532397	undirected	-	-
g__Austenia	g__Epiophlebia	0.21970594087395198	undirected	-	-
g__Austenia	g__Glyphotaelius	0.22057795657532397	undirected	-	-
g__Austenia	g__Lanistes	0.22057795657532397	undirected	-	-
g__Austenia	g__Leptophoxus	0.12730545680714697	undirected	-	-
g__Austenia	g__Mercuria	0.22057795657532397	undirected	-	-
g__Austenia	g__Metriocnemus	0.22057795657532397	undirected	-	-
g__Austenia	g__Mithraculus	0.217802236072173	undirected	-	-
g__Austenia	g__Nassarius	0.22057795657532397	undirected	-	-
g__Austenia	g__norank_f__Pleomorphomonadaceae	0.22057795657532397	undirected	-	-
g__Austenia	g__norank_o__Candidatus_Magasanikbacteria	0.11389961867899401	undirected	-	-
g__Austenia	g__Nymphon	0.22806900592419396	undirected	-	-
g__Austenia	g__Pachycheles	0.22057795657532397	undirected	-	-
g__Austenia	g__Paragomphus	0.22057795657532397	undirected	-	-
g__Austenia	g__Peristernia	0.22057795657532397	undirected	-	-
g__Austenia	g__Platorchestia	0.22057795657532397	undirected	-	-
g__Austenia	g__Pontibacter	0.17084171100345902	undirected	-	-
g__Austenia	g__Psectrocladius	0.22057795657532397	undirected	-	-
g__Austenia	g__Pseudochirella	0.22057795657532397	undirected	-	-
g__Austenia	g__Pseudocloeon	0.22057795657532397	undirected	-	-
g__Austenia	g__Rhynchobrunnera	0.173116762845158	undirected	-	-
g__Austenia	g__Sandaracinobacter	0.22057795657532397	undirected	-	-
g__Austenia	g__Trichotheristus	0.22057795657532397	undirected	-	-
g__Austenia	s__Gymnocypris_namensis	0.11718218487713498	undirected	-	-
g__Austenia	s__Lates_calcarifer	0.21937891286528602	undirected	-	-
g__Austenia	s__Luciocyprinus_striolatus	0.241712917685025	undirected	-	-
g__Austenia	s__Phoxinus_phoxinus	0.11340118689241	undirected	-	-
g__Austenia	s__Puntius_snyderi	0.21312385421922603	undirected	-	-
g__Austenia	s__Rhodeus_sericeus	0.219852874373096	undirected	-	-
g__Austenia	s__Rhodeus_uyekii	0.22018602384217395	undirected	-	-
g__Austenia	s__Sinibotia_reevesae	0.23965651140708102	undirected	-	-
g__Austrokallymenia	g__Belostoma	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Blastophyllis	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Carychium	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Cernosvitoviella	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Chimarra	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Dynamene	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Echiniscus	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Elaphoidella	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Epiophlebia	0.21578810230351	undirected	-	-
g__Austrokallymenia	g__Glyphotaelius	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Lanistes	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Leptophoxus	0.122611409820386	undirected	-	-
g__Austrokallymenia	g__Mercuria	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Metriocnemus	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Mithraculus	0.21513348026640097	undirected	-	-
g__Austrokallymenia	g__Nassarius	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__norank_f__Pleomorphomonadaceae	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__norank_o__Candidatus_Magasanikbacteria	0.111480959761937	undirected	-	-
g__Austrokallymenia	g__Nymphon	0.217139363612518	undirected	-	-
g__Austrokallymenia	g__Pachycheles	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Paragomphus	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Peristernia	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Platorchestia	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Pontibacter	0.169082526465634	undirected	-	-
g__Austrokallymenia	g__Psectrocladius	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Pseudochirella	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Pseudocloeon	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Rhynchobrunnera	0.170792885159963	undirected	-	-
g__Austrokallymenia	g__Sandaracinobacter	0.218281427780314	undirected	-	-
g__Austrokallymenia	g__Trichotheristus	0.218281427780314	undirected	-	-
g__Austrokallymenia	s__Gymnocypris_namensis	0.112464824225708	undirected	-	-
g__Austrokallymenia	s__Lates_calcarifer	0.204449171103447	undirected	-	-
g__Austrokallymenia	s__Luciocyprinus_striolatus	0.22326182001966197	undirected	-	-
g__Austrokallymenia	s__Phoxinus_phoxinus	0.109630165629224	undirected	-	-
g__Austrokallymenia	s__Puntius_snyderi	0.21051559808992698	undirected	-	-
g__Austrokallymenia	s__Rhodeus_sericeus	0.208120203470186	undirected	-	-
g__Austrokallymenia	s__Rhodeus_uyekii	0.21628696885505497	undirected	-	-
g__Austrokallymenia	s__Sinibotia_reevesae	0.23128427717879002	undirected	-	-
g__Belostoma	g__Blastophyllis	0.218281427780314	undirected	-	-
g__Belostoma	g__Carychium	0.218281427780314	undirected	-	-
g__Belostoma	g__Cernosvitoviella	0.218281427780314	undirected	-	-
g__Belostoma	g__Chimarra	0.218281427780314	undirected	-	-
g__Belostoma	g__Dynamene	0.218281427780314	undirected	-	-
g__Belostoma	g__Echiniscus	0.218281427780314	undirected	-	-
g__Belostoma	g__Elaphoidella	0.218281427780314	undirected	-	-
g__Belostoma	g__Epiophlebia	0.21578810230351	undirected	-	-
g__Belostoma	g__Glyphotaelius	0.218281427780314	undirected	-	-
g__Belostoma	g__Lanistes	0.218281427780314	undirected	-	-
g__Belostoma	g__Leptophoxus	0.122611409820386	undirected	-	-
