id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Paraphysomonas	g__Paraphysomonas	0.42911371575067997	g__Paraphysomonas	0.3803	turquoise	-0.132	0.0285	-0.226	-0.0546	-0.0801	-0.242	0.059	0.0132	0.116	0.0094
g__Paravannella	g__Paravannella	2.07555878822342	g__Paravannella	0.5508	turquoise	-0.222	0.26	-0.0897	0.0158	0.0736	-0.114	0.0378	-0.104	-0.0012	0.275
g__Parvamoeba	g__Parvamoeba	4.621724212140361	g__Parvamoeba	0.6885	turquoise	-0.415	-0.253	-0.142	-0.237	-0.0653	0.246	0.324	-0.36	0.475	0.275
g__Parviphycus	g__Parviphycus	0.243558311551515	g__Parviphycus	0.3463	turquoise	-0.02	0.0955	-0.0642	-0.0624	-0.0146	-0.123	0.0688	-0.0647	0.0809	0.223
g__Pedomicrobium	g__Pedomicrobium	1.4838672498108199	g__Pedomicrobium	0.3136	turquoise	0.431	0.633	0.177	0.362	0.292	-0.27	-0.0862	0.267	-0.393	0.0227
g__Penicillium	g__Penicillium	0.34310237067654303	g__Penicillium	0.3814	turquoise	-0.192	-0.012	-0.0547	-0.185	-0.0886	-0.0163	-0.0052	-0.192	0.23	-0.0755
g__Pennaria	g__Pennaria	6.74583564512184	g__Pennaria	0.729	turquoise	-0.381	-0.234	-0.116	-0.222	-0.187	0.0539	0.0125	-0.147	0.271	0.0692
g__Periconia	g__Periconia	0.7482228980816591	g__Periconia	0.4282	turquoise	-0.212	-0.599	-0.0737	-0.306	-0.268	0.236	-0.0528	-0.176	0.242	-0.285
g__Peyssonnelia	g__Peyssonnelia	1.64454245442856	g__Peyssonnelia	0.5681	turquoise	-0.194	0.292	-0.0405	-0.0575	-0.099	-0.058	0.0971	-0.0666	0.0201	0.129
g__Phellinidium	g__Phellinidium	1.26562895470101	g__Phellinidium	0.4735	turquoise	-0.217	-0.472	-0.101	-0.135	-0.276	0.0756	-0.162	-0.0981	0.447	-0.0554
g__Phialocephala	g__Phialocephala	6.3630693347438205	g__Phialocephala	0.7029	turquoise	0.0556	-0.109	-0.0381	0.0691	-0.0344	-0.163	-0.104	0.118	0.0188	-0.145
g__Pholiota	g__Pholiota	1.6397195780335598	g__Pholiota	0.5003	turquoise	-0.0735	0.144	-0.0504	-0.0857	0.0997	-0.119	0.0419	-0.0768	0.0235	0.108
g__Phoma	g__Phoma	1.14184828236725	g__Phoma	0.4998	turquoise	-0.139	-0.171	-0.0357	-0.159	-0.258	0.131	-0.136	-0.107	0.0468	0.0122
g__Piscinibacter	g__Piscinibacter	3.59592775152714	g__Piscinibacter	0.6111	turquoise	-0.102	0.238	-0.0472	-0.0325	-0.0346	0.0455	0.141	-0.0921	-0.0652	-0.178
g__Planktothricoides_SR001	g__Planktothricoides_SR001	1.54945552041054	g__Planktothricoides_SR001	0.5392	turquoise	0.238	0.42	-0.109	0.209	0.342	-0.57	-0.171	0.223	-0.165	0.194
g__Plectosphaerella	g__Plectosphaerella	2.66783796063963	g__Plectosphaerella	0.6017	turquoise	-0.245	-0.11	-0.0693	-0.203	-0.162	0.153	-0.0035	-0.214	0.0973	0.281
g__Pleurocladia	g__Pleurocladia	0.797712671227484	g__Pleurocladia	0.4382	turquoise	-0.302	-0.232	-0.0956	-0.199	-0.157	0.104	0.24	-0.231	0.145	-0.0938
g__Pleurosigma	g__Pleurosigma	0.47367879373343197	g__Pleurosigma	0.426	turquoise	-0.183	0.031	-0.12	0.0066	0.0438	-0.0647	0.114	-0.0248	0.197	-0.0609
g__Plocamium	g__Plocamium	0.5207779579250129	g__Plocamium	0.4196	turquoise	0.309	-0.0893	-0.0229	0.0401	-0.0016	-0.211	-0.0661	0.0706	-0.0299	-0.199
g__Pluteus	g__Pluteus	0.7514079531458141	g__Pluteus	0.3411	turquoise	-0.383	-0.064	-0.126	-0.247	-0.269	-0.0932	-0.157	-0.0848	0.35	0.176
g__Polyangium	g__Polyangium	26.455251469759002	g__Polyangium	0.9321	turquoise	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Polymastia	g__Polymastia	4.95700807880872	g__Polymastia	0.6699	turquoise	-0.0654	-0.118	-0.0745	0.227	0.302	0.0068	0.163	-0.0896	0.114	-0.144
g__Polynucleobacter	g__Polynucleobacter	0.572982915624905	g__Polynucleobacter	0.3439	turquoise	-0.0307	-0.265	-0.0755	-0.165	-0.178	0.0632	-0.078	-0.303	0.418	-0.0431
g__Polyplacotoma	g__Polyplacotoma	1.40689188033401	g__Polyplacotoma	0.4962	turquoise	0.449	0.19	0.032	0.539	0.441	-0.37	-0.23	0.423	-0.33	0.0111
g__Polysiphonia	g__Polysiphonia	1.9877125940199099	g__Polysiphonia	0.5825	turquoise	-0.137	0.281	-0.11	-0.0207	-0.0074	-0.073	0.173	-0.0308	-0.0977	-0.252
g__Praya	g__Praya	3.00837314016051	g__Praya	0.6649	turquoise	-0.058	0.0452	-0.0087	-0.258	-0.255	0.0219	0.105	-0.2	0.0771	-0.188
g__Prosthecobacter	g__Prosthecobacter	3.8399301772155803	g__Prosthecobacter	0.6694	turquoise	0.0211	0.107	0.0602	-0.0924	-0.0117	-0.0777	0.208	-0.144	0.0392	-0.222
g__Protoachlya	g__Protoachlya	0.3654764227816	g__Protoachlya	0.3895	turquoise	-0.137	0.248	-0.0739	-0.16	-0.228	-0.271	-0.146	0.217	-0.105	-0.22
g__Protopelagonemertes	g__Protopelagonemertes	6.92663019283237	g__Protopelagonemertes	0.7083	turquoise	-0.125	-0.172	-0.0333	-0.159	-0.0941	0.138	-0.0198	-0.132	0.245	0.124
g__Psathyrella	g__Psathyrella	3.53117239644149	g__Psathyrella	0.663	turquoise	-0.291	-0.209	-0.128	-0.324	-0.261	0.0357	-0.0066	-0.145	0.268	-0.142
g__Pseudanabaena_PCC-7429	g__Pseudanabaena_PCC-7429	1.01633555830686	g__Pseudanabaena_PCC-7429	0.3583	turquoise	0.291	0.357	-0.0204	0.132	0.0703	-0.144	0.0023	0.232	-0.378	-0.133
g__Pseudoparamoeba	g__Pseudoparamoeba	2.18998948188585	g__Pseudoparamoeba	0.5888	turquoise	0.313	0.0031	-0.109	0.462	0.318	-0.27	-0.148	0.368	-0.0818	0.0736
g__Pterocladia	g__Pterocladia	1.31076214472533	g__Pterocladia	0.5106	turquoise	-0.0156	-0.0884	-0.0709	-0.105	-0.113	-0.0454	0.0231	-0.187	0.138	-0.199
g__Ptychogena	g__Ptychogena	0.8320632257879751	g__Ptychogena	0.4492	turquoise	-0.113	-0.175	-0.0422	-0.204	-0.155	0.113	0.347	-0.205	0.307	0.0882
g__Punctaria	g__Punctaria	1.2358883838491599	g__Punctaria	0.4375	turquoise	-0.456	-0.123	-0.142	-0.46	-0.483	0.0163	0.0349	-0.254	0.27	0.106
g__Pyrenaearia	g__Pyrenaearia	0.8431581164096321	g__Pyrenaearia	0.4723	turquoise										
g__Pyropia	g__Pyropia	0.249240896881894	g__Pyropia	0.3755	turquoise	-0.158	0.215	-0.059	-0.261	-0.167	0.0893	0.252	-0.247	0.042	0.0955
g__Pythiogeton	g__Pythiogeton	0.44237331469597996	g__Pythiogeton	0.4238	turquoise	0.0119	-0.142	-0.05	-0.265	-0.143	0.001	0.0315	-0.225	0.213	-0.185
g__Pythium	g__Pythium	0.345494781578741	g__Pythium	0.3042	turquoise	0.148	-0.0061	-0.15	0.136	-0.0644	-0.101	0.0597	0.0762	0.042	-0.261
g__Quadrulella	g__Quadrulella	0.8327497619020909	g__Quadrulella	0.469	turquoise	-0.0213	-0.14	-0.0406	-0.0307	-0.0074	0.167	0.108	0.0469	-0.138	-0.192
g__Radix	g__Radix	3.37922591937975	g__Radix	0.6528	turquoise	-0.191	-0.213	-0.078	-0.216	-0.246	-0.0473	-0.0683	-0.148	0.195	-0.258
g__Ramlibacter	g__Ramlibacter	0.6262711390189399	g__Ramlibacter	0.4118	turquoise	-0.0293	0.325	0.154	0.195	0.25	-0.175	0.0669	0.0149	-0.0443	-0.091
g__Renouxia	g__Renouxia	19.4587204259848	g__Renouxia	0.8445	turquoise	0.0005	0.119	-0.043	-0.0203	-0.0407	-0.0934	-0.0374	-0.114	-0.0249	0.14
g__Rhodobacter	g__Rhodobacter	0.37131917053783603	g__Rhodobacter	0.3056	turquoise	0.0694	0.146	0.0714	0.0366	0.0976	-0.185	-0.154	-0.0392	0.0787	0.0395
g__Rhodogorgon	g__Rhodogorgon	0.282760469693891	g__Rhodogorgon	0.3558	turquoise	-0.221	-0.0744	-0.0272	-0.0861	-0.0712	0.0374	0.0584	-0.227	0.203	0.0183
g__Rhopilema	g__Rhopilema	0.9078064315142509	g__Rhopilema	0.4826	turquoise	-0.0287	0.131	-0.0406	-0.0522	-0.0208	-0.173	0.08	-0.0812	-0.0964	-0.126
g__Rickettsiella	g__Rickettsiella	4.47151745252084	g__Rickettsiella	0.6574	turquoise	0.315	0.177	0.415	0.105	0.0795	-0.12	-0.1	-0.0052	-0.0616	-0.0359
g__Romboutsia	g__Romboutsia	0.7223147855937859	g__Romboutsia	0.4453	turquoise	0.272	-0.0371	-0.113	0.126	0.184	0.175	0.122	0.0096	0.172	0.0597
g__Roseomonas	g__Roseomonas	0.463244034842649	g__Roseomonas	0.3278	turquoise	0.167	0.456	-0.0647	0.244	0.267	-0.311	0.0054	0.255	-0.329	0.019
g__Rossella	g__Rossella	9.44139137784991	g__Rossella	0.776	turquoise	-0.236	-0.103	-0.0743	-0.149	-0.138	0.0905	0.0456	-0.257	0.198	0.204
g__Roya	g__Roya	7.076479289114901	g__Roya	0.7335	turquoise	-0.253	-0.249	-0.0978	-0.224	-0.321	0.176	0.0069	-0.242	0.129	-0.12
g__Rubellimicrobium	g__Rubellimicrobium	0.74412649920029	g__Rubellimicrobium	0.4751	turquoise	0.125	-0.0578	-0.0469	-0.104	-0.0757	-0.0014	-0.0355	-0.145	0.0662	-0.123
g__Runella	g__Runella	0.46022092606997295	g__Runella	0.3736	turquoise	-0.0041	0.0301	-0.0605	-0.0689	0.0042	-0.106	0.0199	-0.188	0.125	-0.169
g__Russula	g__Russula	4.30396619720781	g__Russula	0.6807	turquoise	-0.064	-0.134	-0.115	0.1	0.0773	-0.0503	-0.174	0.0445	0.0547	0.153
g__Saccamoeba	g__Saccamoeba	1.13416018259898	g__Saccamoeba	0.5132	turquoise	-0.287	-0.047	-0.101	-0.0412	-0.0013	0.13	0.129	-0.0712	0.054	0.31
g__Salispina	g__Salispina	0.291853105755548	g__Salispina	0.3495	turquoise	0.108	0.153	-0.0425	-0.0964	0.0059	-0.111	0.0114	-0.0593	-0.11	-0.237
g__Sandaracinus	g__Sandaracinus	2.8845569531458395	g__Sandaracinus	0.6012	turquoise	-0.0904	0.166	0.0065	-0.0071	-0.0175	-0.184	-0.074	0.109	0.0487	0.352
g__Saprolegnia	g__Saprolegnia	2.54244327415906	g__Saprolegnia	0.6357	turquoise	-0.164	-0.115	-0.176	-0.108	-0.0371	-0.125	0.131	-0.125	0.15	-0.0171
g__Sauvageaugloia	g__Sauvageaugloia	2.32767258966266	g__Sauvageaugloia	0.6057	turquoise	0.0918	0.044	-0.0954	0.142	0.19	-0.077	0.04	0.0778	-0.107	-0.192
g__Savoiea	g__Savoiea	0.25821097283919603	g__Savoiea	0.3504	turquoise	0.115	0.112	-0.0473	0.0204	0.121	-0.155	-0.0847	0.0648	-0.216	0.119
g__Schistosoma	g__Schistosoma	5.33433339890254	g__Schistosoma	0.6957	turquoise	0.0946	0.0893	-0.0437	-0.0185	0.0895	-0.168	0.082	-0.049	-0.0391	-0.181
g__Scina	g__Scina	5.65965285752588	g__Scina	0.7295	turquoise	-0.168	0.0247	-0.0673	-0.0026	0.0135	-0.0682	0.105	-0.182	-0.0107	0.141
g__Scopalina	g__Scopalina	1.8662212779482201	g__Scopalina	0.5771	turquoise	-0.151	0.107	-0.17	-0.0726	-0.172	-0.0722	0.0331	-0.0459	-0.0534	-0.186
g__Septoria	g__Septoria	0.414749239990463	g__Septoria	0.3598	turquoise	-0.168	-0.142	-0.0692	-0.147	-0.144	0.122	0.066	-0.242	0.141	0.0913
g__Sh765B-TzT-35	g__Sh765B-TzT-35	7.180632160701751	g__Sh765B-TzT-35	0.665	turquoise	0.195	0.0921	-0.0414	0.126	0.329	-0.0944	0.0035	0.0736	-0.0269	0.116
g__Siphonaria	g__Siphonaria	1.90859430540489	g__Siphonaria	0.5679	turquoise	-0.199	-0.0389	-0.0593	-0.0451	0.0385	0.0429	0.195	0.0644	-0.143	0.0783
g__SM1A02	g__SM1A02	0.25503987115008103	g__SM1A02	0.2909	turquoise	0.199	0.17	0.633	0.0181	0.0394	-0.0949	-0.164	-0.0496	-0.0521	-0.0166
g__Smithella	g__Smithella	1.04331214830992	g__Smithella	0.4666	turquoise	0.154	0.0703	-0.0266	0.454	0.328	-0.258	-0.0681	0.354	-0.0587	0.0869
g__Snowella_0TU37S04	g__Snowella_0TU37S04	3.5277551527879	g__Snowella_0TU37S04	0.6299	turquoise	0.0893	0.0535	-0.042	0.165	0.198	-0.0375	-0.089	0.189	-0.374	-0.103
g__Spermatochnus	g__Spermatochnus	0.17792805666377898	g__Spermatochnus	0.3087	turquoise	-0.22	-0.324	-0.0702	-0.278	-0.255	0.0816	0.13	-0.294	0.34	-0.261
g__Sphaeromimus	g__Sphaeromimus	1.7375094077846203	g__Sphaeromimus	0.4619	turquoise	-0.121	0.109	-0.0472	-0.0953	0.0032	-0.114	0.0197	-0.128	0.0589	-0.136
g__Sphaerospermopsis_BCCUSP55	g__Sphaerospermopsis_BCCUSP55	0.8377021186129271	g__Sphaerospermopsis_BCCUSP55	0.3176	turquoise	0.351	0.488	0.0821	0.28	0.204	-0.37	-0.243	0.392	-0.314	0.0187
g__Sphaerotilus	g__Sphaerotilus	1.94056658481469	g__Sphaerotilus	0.3072	turquoise	0.172	0.872	0.0688	0.436	0.385	-0.518	-0.199	0.45	-0.482	0.267
g__Sphingomonas	g__Sphingomonas	0.364579234860121	g__Sphingomonas	0.3642	turquoise	0.0386	0.305	-0.0237	0.0842	0.12	-0.0187	-0.0535	0.201	-0.135	-0.124
g__Sporichthya	g__Sporichthya	0.429632446259848	g__Sporichthya	0.3817	turquoise	-0.013	-0.445	-0.123	0.0236	0.018	0.104	0.0474	-0.0375	0.34	-0.139
g__Steroidobacter	g__Steroidobacter	0.785933772557563	g__Steroidobacter	0.3895	turquoise	0.0952	-0.0237	-0.0561	0.0253	0.266	-0.0302	0.0092	-0.0253	0.0116	0.0335
g__Subgroup_10	g__Subgroup_10	2.2501327028416402	g__Subgroup_10	0.5229	turquoise	0.204	0.227	0.429	0.047	0.162	-0.235	-0.229	0.0799	-0.132	0.0153
g__Sulfuricurvum	g__Sulfuricurvum	0.47858906252515504	g__Sulfuricurvum	0.4039	turquoise	-0.228	-0.256	-0.0632	0.0253	0.074	0.0364	0.184	-0.114	0.281	0.0401
g__Sulfurifustis	g__Sulfurifustis	0.9648903566369741	g__Sulfurifustis	0.4709	turquoise	0.204	0.0589	-0.0343	0.0518	0.225	-0.149	0.0743	0.0219	-0.0876	-0.0721
g__Sulfuritalea	g__Sulfuritalea	0.7860747938132959	g__Sulfuritalea	0.4227	turquoise	0.503	0.121	0.155	0.0769	0.0835	-0.207	-0.256	0.0726	-0.194	-0.189
g__Sulfurospirillum	g__Sulfurospirillum	0.434343356868451	g__Sulfurospirillum	0.402	turquoise	-0.193	-0.437	-0.0411	-0.315	-0.223	0.29	0.239	-0.332	0.33	-0.0654
g__SWB02	g__SWB02	2.80816555041188	g__SWB02	0.6185	turquoise	0.0712	0.266	0.171	0.0539	0.0847	-0.0284	0.0141	-0.0721	-0.189	-0.0884
g__Synarthrophyton	g__Synarthrophyton	18.4490316539254	g__Synarthrophyton	0.8543	turquoise	-0.181	-0.194	-0.0343	-0.135	-0.111	0.0246	0.14	-0.155	0.188	-0.163
g__Talaromyces	g__Talaromyces	0.131849219997974	g__Talaromyces	0.3147	turquoise	0.25	0.017	-0.0633	0.113	0.0746	-0.0609	-0.169	0.0952	-0.336	-0.202
g__Tethyspira	g__Tethyspira	11.2271651499502	g__Tethyspira	0.7424	turquoise	-0.227	-0.0298	-0.0498	-0.109	-0.0847	0.0582	0.0725	-0.157	0.109	0.277
g__Thalassiophyllum	g__Thalassiophyllum	0.339681319528492	g__Thalassiophyllum	0.3794	turquoise	-0.122	0.097	-0.0501	-0.108	-0.113	-0.142	-0.0596	-0.0802	0.0897	0.073
g__Thauera	g__Thauera	3.1885900878990903	g__Thauera	0.5966	turquoise	0.199	0.0684	0.219	0.165	0.246	-0.0095	-0.0534	0.0077	-0.0326	0.0528
g__Thecocodium	g__Thecocodium	3.9606794351478203	g__Thecocodium	0.6667	turquoise	0.301	0.324	0.253	0.0148	0.009	-0.153	-0.237	0.0158	-0.297	-0.0694
g__Thelephora	g__Thelephora	3.03317593676971	g__Thelephora	0.6125	turquoise	-0.101	-0.343	-0.094	-0.233	-0.271	0.111	0.123	-0.199	0.444	-0.181
g__Thelonectria	g__Thelonectria	0.330601376057793	g__Thelonectria	0.3095	turquoise	-0.0261	-0.4	-0.0829	-0.247	-0.192	0.141	0.18	-0.256	0.303	-0.0868
g__Toxarium	g__Toxarium	2.81832335920748	g__Toxarium	0.6002	turquoise	-0.224	0.138	-0.0366	-0.0716	-0.0827	-0.244	-0.269	0.235	-0.0296	0.152
g__Trebouxia	g__Trebouxia	0.300243271200261	g__Trebouxia	0.3087	turquoise	-0.0477	0.0946	0.98	-0.006	0.0323	-0.115	-0.186	-0.0444	-0.0219	-0.0394
g__Trichoderma	g__Trichoderma	4.92253027843781	g__Trichoderma	0.6856	turquoise	-0.243	-0.0842	-0.0759	-0.198	-0.163	0.107	-0.0103	-0.197	0.173	0.274
g__Tronoella	g__Tronoella	0.5144161372742079	g__Tronoella	0.3839	turquoise	-0.266	-0.459	-0.0515	-0.375	-0.256	0.406	0.0356	-0.357	0.312	0.0558
g__Tubularia	g__Tubularia	1.37116259523121	g__Tubularia	0.5275	turquoise	-0.147	-0.344	-0.0602	-0.219	-0.213	0.272	0.173	-0.322	0.355	0.0459
g__Turicibacter	g__Turicibacter	1.17623556237418	g__Turicibacter	0.518	turquoise	0.231	-0.0181	-0.0836	0.0244	0.0101	0.0709	-0.0173	-0.132	0.0237	-0.0379
g__Turneriella	g__Turneriella	9.72785743641822	g__Turneriella	0.7503	turquoise	0.265	-0.0042	-0.0538	-0.0774	-0.0554	-0.0297	0.18	-0.0653	0.149	0.0286
g__Turritopsoides	g__Turritopsoides	6.6330760866822605	g__Turritopsoides	0.7316	turquoise	-0.241	0.0069	-0.0491	-0.137	-0.166	-0.114	-0.304	0.0747	0.0299	0.226
g__Vannella	g__Vannella	2.1803908674089	g__Vannella	0.6071	turquoise	-0.122	0.0001	-0.148	-0.22	-0.233	0.183	0.311	-0.263	0.0571	-0.135
g__Verticillium	g__Verticillium	0.631422408068269	g__Verticillium	0.4628	turquoise	-0.256	-0.133	-0.116	-0.215	-0.172	0.0474	0.0765	-0.241	0.259	-0.0291
g__Vexillifera	g__Vexillifera	2.0291812296852902	g__Vexillifera	0.5582	turquoise	-0.149	0.027	-0.317	0.0147	-0.032	-0.202	-0.0034	0.146	0.12	0.285
g__Vogesella	g__Vogesella	0.415200087155694	g__Vogesella	0.3479	turquoise	0.032	0.639	-0.0649	0.202	0.206	-0.275	0.0291	0.136	-0.32	0.149
g__Zanclea	g__Zanclea	1.79669421267637	g__Zanclea	0.5626	turquoise	-0.134	0.408	-0.145	-0.0126	-0.0595	-0.131	-0.0193	-0.0311	-0.101	0.131
g__Zoogloea	g__Zoogloea	6.77768911730971	g__Zoogloea	0.7187	turquoise	0.0873	0.103	0.376	-0.0358	0.0172	-0.0302	-0.174	-0.0521	0.0334	0.1
s__Coreius_heterodon	s__Coreius_heterodon	7.19626095751161	s__Coreius_heterodon	0.7352	turquoise	0.176	0.115	-0.0478	0.236	0.242	0.0088	-0.11	0.0513	0.057	0.139
s__Hemiculter_eigenmanni	s__Hemiculter_eigenmanni	0.9847164941442671	s__Hemiculter_eigenmanni	0.4812	turquoise	0.1	0.171	0.306	-0.0369	0.167	-0.258	-0.0282	0.0634	-0.0034	0.151
s__Megalobrama_terminalis	s__Megalobrama_terminalis	0.5999404197334159	s__Megalobrama_terminalis	0.4142	turquoise	-0.301	-0.306	-0.0966	-0.216	-0.24	0.139	0.124	-0.34	0.295	0.0379
s__Mylopharyngodon_piceus	s__Mylopharyngodon_piceus	0.875074552713528	s__Mylopharyngodon_piceus	0.4607	turquoise	-0.242	-0.313	-0.0876	-0.213	-0.115	0.209	0.0385	-0.102	0.395	0.121
s__Pseudobrama_simoni	s__Pseudobrama_simoni	0.48023568062777294	s__Pseudobrama_simoni	0.382	turquoise	0.0395	0.473	-0.129	0.339	0.313	-0.42	-0.0528	0.25	-0.151	0.208
s__Pseudohemiculter_dispar	s__Pseudohemiculter_dispar	0.8608694093720141	s__Pseudohemiculter_dispar	0.4494	turquoise	-0.19	0.0394	-0.139	-0.245	-0.312	0.0094	0.0525	-0.284	0.0816	-0.238
s__Sinibrama_melrosei	s__Sinibrama_melrosei	3.7976645463604903	s__Sinibrama_melrosei	0.6136	turquoise	-0.159	0.233	-0.0314	-0.0608	-0.0459	-0.195	-0.0253	-0.1	0.0717	-0.0086
g__Synechocystis_BDHKU-20401	g__Synechocystis_BDHKU-20401	9.85043474776852	g__Synechocystis_BDHKU-20401	0.7593	turquoise										
g__Pleonosporium	g__Pleonosporium	16.9197489798571	g__Pleonosporium	0.7922	turquoise										
g__Heterodoxia	g__Heterodoxia	26.788410157800797	g__Heterodoxia	0.9406	turquoise										
g__Corallina	g__Corallina	15.8879184393034	g__Corallina	0.8485	turquoise										
g__Gelidiella	g__Gelidiella	22.3812157054447	g__Gelidiella	0.8782	turquoise										
g__Gloiophyllis	g__Gloiophyllis	2.03499687693677	g__Gloiophyllis	0.4942	turquoise										
g__Gloiocladia	g__Gloiocladia	1.08246277599111	g__Gloiocladia	0.4242	turquoise										
g__norank_c__Acidimicrobiia	g__norank_c__Acidimicrobiia	14.022617790718998	g__norank_c__Acidimicrobiia	0.8266	turquoise										
g__Aureispira	g__Aureispira	20.851194216920604	g__Aureispira	0.8828	turquoise										
g__JG30a-KF-32	g__JG30a-KF-32	17.069259492824198	g__JG30a-KF-32	0.8023	turquoise										
g__Desulfuromonas	g__Desulfuromonas	7.00279966869499	g__Desulfuromonas	0.6214	turquoise										
g__Eubacterium_brachy_group	g__Eubacterium_brachy_group	16.5901722430319	g__Eubacterium_brachy_group	0.8546	turquoise										
g__Paeniclostridium	g__Paeniclostridium	11.8526569168927	g__Paeniclostridium	0.6763	turquoise										
g__Shinella	g__Shinella	21.1139472076843	g__Shinella	0.9076	turquoise										
g__Leeia	g__Leeia	8.15573448621122	g__Leeia	0.733	turquoise										
g__norank_o__FGL7S	g__norank_o__FGL7S	11.7622085497319	g__norank_o__FGL7S	0.6757	turquoise										
g__norank_f__unclassified_o__Gammaproteobacteria_Incertae_Sedis	g__norank_f__unclassified_o__Gammaproteobacteria_Incertae_Sedis	13.856261514160302	g__norank_f__unclassified_o__Gammaproteobacteria_Incertae_Sedis	0.8378	turquoise										
s__Hemibarbus_medius	s__Hemibarbus_medius	17.6134138823483	s__Hemibarbus_medius	0.8794	turquoise										
s__Aphyocypris_normalis	s__Aphyocypris_normalis	9.984227262982051	s__Aphyocypris_normalis	0.7736	turquoise										
s__Metzia_longinasus	s__Metzia_longinasus	4.63466200368323	s__Metzia_longinasus	0.6385	turquoise										
s__Sebastes_thompsoni	s__Sebastes_thompsoni	12.1419678627397	s__Sebastes_thompsoni	0.8068	turquoise										
g__Hyaloraphidium	g__Hyaloraphidium	1.87309914520607	g__Hyaloraphidium	0.5546	turquoise										
g__Aulospongus	g__Aulospongus	12.8374867104385	g__Aulospongus	0.7558	turquoise										
g__Plesionika	g__Plesionika	17.1978893665988	g__Plesionika	0.8277	turquoise										
g__Aiptasiogeton	g__Aiptasiogeton	11.8717118305104	g__Aiptasiogeton	0.6765	turquoise										
g__Nipponnemertes	g__Nipponnemertes	6.0245040299226	g__Nipponnemertes	0.6573	turquoise										
g__Torresitrachia	g__Torresitrachia	11.8717118305104	g__Torresitrachia	0.6765	turquoise										
g__Moerisia	g__Moerisia	3.22881936312675	g__Moerisia	0.6019	turquoise										
g__Stenothyra	g__Stenothyra	9.37709144347966	g__Stenothyra	0.767	turquoise										
g__Entomoliva	g__Entomoliva	0.43175664139783504	g__Entomoliva	0.3656	turquoise										
g__Oxymeris	g__Oxymeris	11.663032806887	g__Oxymeris	0.6748	turquoise										
g__Jujubinus	g__Jujubinus	24.472855534686104	g__Jujubinus	0.9082	turquoise										
g__Sacoproteus	g__Sacoproteus	13.1690187083075	g__Sacoproteus	0.8023	turquoise										
g__Thysanoessa	g__Thysanoessa	1.09257974384393	g__Thysanoessa	0.4473	turquoise										
