id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Xiphinema	g__Xiphinema	3.40185747907113	g__Xiphinema	0.5841	brown	0.0775	0.0254	-0.0441	-0.132	-0.0736	-0.177	-0.0955	-0.104	0.0018	-0.063
g__Yonagunia	g__Yonagunia	2.2754231933355498	g__Yonagunia	0.5184	brown	-0.161	0.0889	-0.0206	-0.065	-0.0964	-0.314	-0.366	0.369	-0.0789	-0.0394
s__Ochetobius_elongatus	s__Ochetobius_elongatus	2.01489506641422	s__Ochetobius_elongatus	0.5263	brown	0.37	0.0702	-0.0647	0.0242	-0.0121	-0.115	-0.185	-0.0651	-0.0696	-0.189
g__Nostoc_PCC-8976	g__Nostoc_PCC-8976	84.4638805089365	g__Nostoc_PCC-8976	0.9897	brown										
g__Leptolyngbya_FYG	g__Leptolyngbya_FYG	84.4638805089365	g__Leptolyngbya_FYG	0.9897	brown										
g__CENA518	g__CENA518	84.4638805089365	g__CENA518	0.9897	brown										
g__Leptolyngbya_VRUC_135	g__Leptolyngbya_VRUC_135	84.4638805089365	g__Leptolyngbya_VRUC_135	0.9897	brown										
g__norank_f__unclassified_o__Oxyphotobacteria_Incertae_Sedis	g__norank_f__unclassified_o__Oxyphotobacteria_Incertae_Sedis	12.4578151770866	g__norank_f__unclassified_o__Oxyphotobacteria_Incertae_Sedis	0.7193	brown										
g__Synechococcus_PCC-7942	g__Synechococcus_PCC-7942	84.4638805089365	g__Synechococcus_PCC-7942	0.9897	brown										
g__Amborella	g__Amborella	20.6797786166802	g__Amborella	0.7826	brown										
g__Trifolium	g__Trifolium	45.7588364409125	g__Trifolium	0.8999	brown										
g__Wilsonosiphonia	g__Wilsonosiphonia	12.765891581198598	g__Wilsonosiphonia	0.7227	brown										
g__Colaconema	g__Colaconema	84.4638805089365	g__Colaconema	0.9897	brown										
g__Porolithon	g__Porolithon	84.4638805089365	g__Porolithon	0.9897	brown										
g__Hennedya	g__Hennedya	84.4638805089365	g__Hennedya	0.9897	brown										
g__Leiomenia	g__Leiomenia	19.8793364814224	g__Leiomenia	0.7796	brown										
g__Actinotrichia	g__Actinotrichia	84.4638805089365	g__Actinotrichia	0.9897	brown										
g__Scinaia	g__Scinaia	61.0411947750527	g__Scinaia	0.9395	brown										
g__Ramicrusta	g__Ramicrusta	16.4749173265762	g__Ramicrusta	0.7553	brown										
g__Myagropsis	g__Myagropsis	35.352101312898604	g__Myagropsis	0.8671	brown										
g__Phyllospora	g__Phyllospora	84.4638805089365	g__Phyllospora	0.9897	brown										
g__Halosiphon	g__Halosiphon	25.3243986971748	g__Halosiphon	0.8124	brown										
g__Protoperidinium	g__Protoperidinium	84.4638805089365	g__Protoperidinium	0.9897	brown										
g__Cryptosporangium	g__Cryptosporangium	84.4638805089365	g__Cryptosporangium	0.9897	brown										
g__Kineococcus	g__Kineococcus	84.4638805089365	g__Kineococcus	0.9897	brown										
g__Quadrisphaera	g__Quadrisphaera	84.4638805089365	g__Quadrisphaera	0.9897	brown										
g__Curtobacterium	g__Curtobacterium	27.273249478634895	g__Curtobacterium	0.8236	brown										
g__Isoptericola	g__Isoptericola	84.4638805089365	g__Isoptericola	0.9897	brown										
g__Actinoplanes	g__Actinoplanes	84.4638805089365	g__Actinoplanes	0.9897	brown										
g__Patulibacter	g__Patulibacter	84.4638805089365	g__Patulibacter	0.9897	brown										
g__Niabella	g__Niabella	84.4638805089365	g__Niabella	0.9897	brown										
g__Pseudoflavitalea	g__Pseudoflavitalea	84.4638805089365	g__Pseudoflavitalea	0.9897	brown										
g__Taibaiella	g__Taibaiella	84.4638805089365	g__Taibaiella	0.9897	brown										
g__UTBCD1	g__UTBCD1	84.4638805089365	g__UTBCD1	0.9897	brown										
g__Siphonobacter	g__Siphonobacter	84.4638805089365	g__Siphonobacter	0.9897	brown										
g__Adhaeribacter	g__Adhaeribacter	27.594524144836	g__Adhaeribacter	0.822	brown										
g__Larkinella	g__Larkinella	84.4638805089365	g__Larkinella	0.9897	brown										
g__Moheibacter	g__Moheibacter	84.4638805089365	g__Moheibacter	0.9897	brown										
g__Arcticibacter	g__Arcticibacter	84.4638805089365	g__Arcticibacter	0.9897	brown										
g__Mucilaginibacter	g__Mucilaginibacter	84.4638805089365	g__Mucilaginibacter	0.9897	brown										
g__Parapedobacter	g__Parapedobacter	84.4638805089365	g__Parapedobacter	0.9897	brown										
g__Pseudopedobacter	g__Pseudopedobacter	84.4638805089365	g__Pseudopedobacter	0.9897	brown										
g__Rubrivirga	g__Rubrivirga	84.4638805089365	g__Rubrivirga	0.9897	brown										
g__Saccharibacillus	g__Saccharibacillus	47.554239026095296	g__Saccharibacillus	0.9053	brown										
g__norank_c__Clostridia	g__norank_c__Clostridia	84.4638805089365	g__norank_c__Clostridia	0.9897	brown										
g__Longimicrobium	g__Longimicrobium	84.4638805089365	g__Longimicrobium	0.9897	brown										
g__norank_f__27F-1492R	g__norank_f__27F-1492R	84.4638805089365	g__norank_f__27F-1492R	0.9897	brown										
g__norank_c__Pla4_lineage	g__norank_c__Pla4_lineage	84.4638805089365	g__norank_c__Pla4_lineage	0.9897	brown										
g__norank_f__D05-2	g__norank_f__D05-2	21.0828023466986	g__norank_f__D05-2	0.7845	brown										
g__Aureimonas	g__Aureimonas	67.5563699439764	g__Aureimonas	0.9626	brown										
g__Agaricicola	g__Agaricicola	84.4638805089365	g__Agaricicola	0.9897	brown										
g__Falsirhodobacter	g__Falsirhodobacter	84.4638805089365	g__Falsirhodobacter	0.9897	brown										
g__Aliidiomarina	g__Aliidiomarina	84.4638805089365	g__Aliidiomarina	0.9897	brown										
g__Ideonella	g__Ideonella	17.4545005625354	g__Ideonella	0.756	brown										
g__Pseudorhodoferax	g__Pseudorhodoferax	27.002722612658	g__Pseudorhodoferax	0.823	brown										
g__norank_f__Cellvibrionaceae	g__norank_f__Cellvibrionaceae	19.758566355760102	g__norank_f__Cellvibrionaceae	0.7869	brown										
g__Mannheimia	g__Mannheimia	84.4638805089365	g__Mannheimia	0.9897	brown										
g__Polycyclovorans	g__Polycyclovorans	6.98015370472455	g__Polycyclovorans	0.6217	brown										
g__Aquimonas	g__Aquimonas	14.0914449041226	g__Aquimonas	0.7282	brown										
g__Xanthomonas	g__Xanthomonas	17.733945008385998	g__Xanthomonas	0.7745	brown										
s__Acheilognathus_macropterus	s__Acheilognathus_macropterus	11.383992244991	s__Acheilognathus_macropterus	0.7137	brown										
g__Phaeoplaca	g__Phaeoplaca	6.62728973113277	g__Phaeoplaca	0.6232	brown										
g__Podosphaera	g__Podosphaera	14.497970550281101	g__Podosphaera	0.7368	brown										
g__Varicosporium	g__Varicosporium	84.4638805089365	g__Varicosporium	0.9897	brown										
g__Clonostachys	g__Clonostachys	2.4186468603738502	g__Clonostachys	0.5406	brown										
g__Pochonia	g__Pochonia	64.1491888181218	g__Pochonia	0.9533	brown										
