species	BB_1	BB_2	BB_3	BB_4	BD_1	BD_2	BD_3	BD_4	BN_1	BN_2	BN_3	BN_4	CS_1	CS_2	CS_3	CS_4	CT_1	CT_2	CT_3	CT_4	FD_1	FD_2	FD_3	FD_4	FJ_1	FJ_2	FJ_3	FJ_4	FL_1	FL_2	FL_3	FL_4	JTW_1	JTW_2	JTW_3	JTW_4	LH_1	LH_2	LH_3	LH_4	WS_1	WS_2	WS_3	WS_4	WZ_1	WZ_2	WZ_3	WZ_4	XZY_1	XZY_2	XZY_3	XZY_4	YJC_1	YJC_2	YJC_3	YJC_4	YW_1	YW_2	YW_3	YW_4	YY_1	YY_2	YY_3	YY_4	ZG_1	ZG_2	ZG_3	ZG_4	ZX_1	ZX_2	ZX_3	ZX_4
g__1921-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__1959-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4594316186372973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__966-1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	0.0	4.247927513443585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	3.4594316186372973	0.0	0.0	0.0	0.0	0.0
g__AAP99	2.584962500721156	0.0	0.0	0.0	5.977279923499917	0.0	0.0	0.0	0.0	0.0	0.0	3.169925001442312	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.321928094887362	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.700439718141092	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Abietinaria	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	4.392317422778761	0.0	0.0	1.584962500721156	0.0	0.0	0.0	2.321928094887362	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.807354922057604	0.0	0.0	5.523561956057013	0.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	5.087462841250339	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0
g__Abyssocladia	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.700439718141092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.523561956057013	1.584962500721156	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Abyssorchomene	2.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acanthacorydalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acanthamoeba	9.394462694610317	14.994176625161732	5.169925001442312	9.038918989292302	8.479780264029099	7.7615512324444795	14.156083076288681	4.906890595608519	9.946906274456397	14.94850412049512	11.594324603924848	9.871905237659186	11.034111146096592	12.184565452446156	10.604553229079038	10.238404739325079	9.63662462054365	14.383366796264385	4.169925001442312	10.751544059089099	12.325867580575418	10.760719947465624	10.632086412835182	7.7481928495894605	7.977279923499917	7.357552004618084	8.665335917185176	7.076815597050831	11.003517912108602	13.020979938904212	8.686500527183219	6.906890595608519	13.307627747257134	13.780232167518934	4.857980995127572	11.252074042796185	12.867664848380745	14.869545649790165	6.768184324776926	11.185494924210866	8.867278739709661	7.366322214245816	12.382894168892134	4.0	10.025139562278508	12.023407843140218	8.960001932068081	7.011227255423254	10.67595703294175	8.679480099505446	11.682994583681683	6.087462841250339	9.121533517340032	8.224001674198105	14.205564183524455	6.78135971352466	7.569855608330948	8.252665432450248	13.477884724351748	5.321928094887363	8.784634845557521	11.208843990734614	11.891403996665023	6.459431618637297	9.38586240064146	8.430452551665532	14.38586240064146	6.794415866350106	5.459431618637297	12.473198383677527	7.546894459887636	7.312882955284356
g__Acanthocyclops	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acarnus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	0.0	0.0	0.0
g__Acarposporophycos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acartia	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acentrella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	3.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.169925001442312	0.0	1.584962500721156	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acetivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9068905956085187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acetoanaerobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.523561956057013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.169925001442312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acetobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acetobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4594316186372973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acetobacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acetomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.357552004618084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Achelous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Achlya	3.584962500721156	6.044394119358453	3.321928094887362	6.303780748177103	5.882643049361842	6.303780748177103	6.614709844115208	4.459431618637297	4.087462841250339	5.247927513443585	4.643856189774724	8.754887502163468	7.832890014164741	6.087462841250339	2.584962500721156	9.154818109052105	5.614709844115208	6.066089190457772	0.0	8.643856189774725	5.672425341971495	5.954196310386875	2.584962500721156	6.930737337562887	3.169925001442312	6.129283016944966	4.754887502163468	9.169925001442312	4.392317422778761	7.491853096329675	2.807354922057604	7.044394119358453	7.924812503605781	7.011227255423254	3.0	7.754887502163468	6.442943495848728	3.584962500721156	5.78135971352466	7.562242424221073	4.321928094887363	4.321928094887363	5.0	8.573647187493322	8.366322214245816	5.044394119358453	3.700439718141092	8.451211111832329	8.879583249612784	6.044394119358453	3.9068905956085187	7.523561956057013	5.643856189774724	6.149747119504682	5.954196310386875	6.507794640198696	4.643856189774724	7.491853096329675	5.392317422778761	5.807354922057604	4.906890595608519	6.442943495848728	6.22881869049588	7.199672344836364	5.087462841250339	7.442943495848728	6.189824558880018	4.0	5.044394119358453	2.807354922057604	2.807354922057604	8.113742166049189
g__Acholeplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Achromobacter	0.0	0.0	2.807354922057604	4.247927513443585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acidaminococcus	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.807354922057604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acidibacter	5.169925001442312	8.113742166049189	9.30149619498255	9.084808387804362	8.139551352398794	8.118941072723507	3.321928094887362	8.640244936222345	0.0	6.727920454563199	6.409390936137702	7.930737337562887	6.357552004618084	6.066089190457772	6.569855608330948	7.839203788096944	9.057991722759176	6.599912842187128	5.643856189774724	7.86418614465428	7.643856189774724	6.930737337562887	6.20945336562895	9.469641817239516	6.044394119358453	8.422064766172813	6.442943495848728	8.689997971419446	9.285402218862249	7.330916878114617	7.357552004618084	8.784634845557521	7.3750394313469245	7.149747119504682	6.442943495848728	8.409390936137703	8.499845887083206	6.727920454563199	8.370687406807217	8.651051691178928	6.22881869049588	8.900866807980748	4.392317422778761	8.820178962415188	6.339850002884624	7.491853096329675	6.906890595608519	8.614709844115207	7.60733031374961	6.965784284662087	4.857980995127572	8.330916878114618	8.134426320220927	6.459431618637297	5.392317422778761	8.092757140919852	7.851749041416057	6.9886846867721655	5.882643049361842	8.383704292474052	6.820178962415188	7.475733430966398	7.1799090900149345	9.03342300153745	8.876516946565	7.954196310386875	2.807354922057604	9.20945336562895	0.0	6.658211482751795	6.022367813028454	9.413627929024173
g__Acidipila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acidovorax	0.0	6.20945336562895	0.0	6.189824558880018	8.618385502258606	8.169925001442312	5.882643049361842	6.0	0.0	0.0	7.2761244052742375	7.129283016944966	0.0	0.0	6.965784284662087	7.118941072723508	0.0	0.0	6.965784284662087	7.546894459887636	0.0	0.0	6.794415866350106	4.321928094887363	0.0	0.0	6.169925001442312	0.0	0.0	0.0	6.768184324776926	6.794415866350106	6.6865005271832185	0.0	0.0	5.285402218862249	8.139551352398794	0.0	5.459431618637297	0.0	5.584962500721156	6.965784284662087	6.807354922057604	5.392317422778761	8.103287808412022	0.0	7.285402218862249	0.0	7.357552004618084	5.357552004618084	6.108524456778169	0.0	6.9886846867721655	0.0	7.2384047393250786	0.0	0.0	0.0	6.426264754702098	3.584962500721156	8.144658242831882	5.906890595608519	6.149747119504682	0.0	8.60733031374961	0.0	7.965784284662087	0.0	0.0	6.930737337562887	5.78135971352466	0.0
g__Acinetobacter	14.496728971380707	8.124121311829187	9.025139562278508	12.272921326867003	12.089450481115907	11.58261245126702	11.998942951443086	10.515699838284043	15.500063819199552	11.788310503700918	13.531137741444715	7.971543553950772	14.185804615108458	13.365912299470821	14.587601738680611	8.499845887083206	8.022367813028454	8.60733031374961	10.696098170955864	8.434628227636725	11.031356596255709	9.618385502258606	13.67661826358852	9.310612781659529	15.63693609848772	11.381002109550925	12.436190995481416	5.614709844115208	10.573647187493322	11.671983272091865	13.587191507529832	9.044394119358454	10.925554439873554	6.6293566200796095	14.400612641081999	8.523561956057012	8.951284714966972	8.45532722030456	12.338736382573916	8.252665432450248	14.993911366979226	9.871905237659186	12.502831804066744	7.754887502163468	12.936637939002571	10.451211111832329	12.135388651579046	7.845490050944375	9.250298417906333	8.475733430966399	11.733015321685963	6.672425341971495	10.049848549450562	12.497851836951117	13.115693952197011	6.930737337562887	12.330356716957944	11.355351096424812	10.923327485419192	6.303780748177103	12.937741620077096	10.878050912728536	12.253847484987404	7.569855608330948	9.96289600533726	11.240791332161956	11.860699032611988	7.636624620543649	14.771025140804975	10.978710459106358	13.44643717584693	9.715961990255144
g__Acinetospora	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.392317422778761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.643856189774724	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	1.584962500721156	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	1.584962500721156	0.0	2.0	0.0	0.0
g__Acrasis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	2.321928094887362	0.0	2.0	0.0	4.321928094887363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	1.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acrispumella	3.9068905956085187	1.584962500721156	0.0	4.321928094887363	1.584962500721156	0.0	5.087462841250339	0.0	2.807354922057604	0.0	0.0	2.584962500721156	8.164906926675688	0.0	5.169925001442312	3.807354922057604	1.584962500721156	1.584962500721156	0.0	1.0	7.60733031374961	0.0	4.247927513443585	4.0	0.0	0.0	5.832890014164741	1.0	6.266786540694901	0.0	2.0	1.0	5.0	0.0	0.0	4.459431618637297	4.169925001442312	0.0	0.0	5.357552004618084	5.392317422778761	0.0	4.169925001442312	0.0	6.066089190457772	0.0	3.584962500721156	1.0	5.807354922057604	0.0	2.807354922057604	1.584962500721156	3.584962500721156	0.0	5.392317422778761	0.0	6.22881869049588	0.0	6.022367813028454	3.169925001442312	8.005624549193879	0.0	2.321928094887362	0.0	4.169925001442312	0.0	5.523561956057013	0.0	2.0	0.0	0.0	1.0
g__Acrochaetium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.169925001442312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acroloxus	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acrosorium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acrothrix	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	6.882643049361842	3.4594316186372973	0.0	7.807354922057604	3.9068905956085187	5.584962500721156	2.0	7.409390936137702	2.807354922057604	0.0	4.459431618637297	1.584962500721156	2.807354922057604	5.459431618637297	0.0	2.807354922057604	7.546894459887636	0.0	0.0	7.011227255423254	3.0	5.321928094887363	2.321928094887362	8.366322214245816	4.954196310386875	6.022367813028454	1.584962500721156	2.321928094887362	4.459431618637297	5.977279923499917	3.9068905956085187	2.0	4.807354922057604	0.0	0.0	4.321928094887363	5.087462841250339	1.0	1.0	6.247927513443585	6.108524456778169	0.0	1.584962500721156	2.0	0.0	0.0	0.0	0.0	1.584962500721156	1.584962500721156	1.0	1.584962500721156	1.0	0.0	0.0	7.129283016944966	4.087462841250339	2.807354922057604	3.0	1.584962500721156	4.0	0.0	0.0	8.03342300153745	6.977279923499917
g__Acrotylus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	2.584962500721156	2.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	1.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
g__Actibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.169925001442312	2.584962500721156	0.0	0.0	3.169925001442312	0.0	0.0	0.0	3.4594316186372973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.169925001442312	0.0	0.0	1.584962500721156	5.129283016944966	0.0	3.700439718141092	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0
g__Actinocyclus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.700439718141092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
