species	BB_1	BB_2	BB_3	BB_4	BD_1	BD_2	BD_3	BD_4	BN_1	BN_2	BN_3	BN_4	CS_1	CS_2	CS_3	CS_4	CT_1	CT_2	CT_3	CT_4	FD_1	FD_2	FD_3	FD_4	FJ_1	FJ_2	FJ_3	FJ_4	FL_1	FL_2	FL_3	FL_4	JTW_1	JTW_2	JTW_3	JTW_4	LH_1	LH_2	LH_3	LH_4	WS_1	WS_2	WS_3	WS_4	WZ_1	WZ_2	WZ_3	WZ_4	XZY_1	XZY_2	XZY_3	XZY_4	YJC_1	YJC_2	YJC_3	YJC_4	YW_1	YW_2	YW_3	YW_4	YY_1	YY_2	YY_3	YY_4	ZG_1	ZG_2	ZG_3	ZG_4	ZX_1	ZX_2	ZX_3	ZX_4
g__Cuspidothrix_LMECYA_163	0.0	0.0	4.087462841250339	4.954196310386875	0.0	0.0	2.321928094887362	4.247927513443585	0.0	0.0	0.0	4.459431618637297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4594316186372973	0.0	0.0	3.9068905956085187	0.0	0.0	0.0	4.523561956057013	0.0	0.0	0.0	0.0	3.700439718141092	0.0	0.0	0.0	3.4594316186372973	0.0	0.0	0.0	4.247927513443585	0.0	0.0	2.807354922057604	4.169925001442312	0.0	0.0	0.0	5.754887502163468	0.0	0.0	3.0	3.9068905956085187	0.0	0.0	3.9068905956085187	4.392317422778761	0.0	0.0	0.0	0.0	0.0	0.0	6.523561956057013	4.807354922057604	0.0	0.0	0.0	4.459431618637297	0.0	0.0	3.807354922057604	4.0
g__Cutleria	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321928094887362	0.0	3.807354922057604	0.0	0.0	0.0	0.0	0.0	6.820178962415188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.686500527183219	0.0	0.0	0.0	6.129283016944966	0.0	0.0	0.0	1.584962500721156	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.807354922057604	0.0	0.0
g__Cyamon	0.0	0.0	0.0	4.584962500721156	0.0	2.584962500721156	0.0	0.0	1.584962500721156	4.643856189774724	0.0	2.584962500721156	1.0	5.247927513443585	0.0	3.169925001442312	0.0	3.807354922057604	0.0	2.807354922057604	0.0	3.321928094887362	0.0	3.700439718141092	0.0	3.4594316186372973	1.584962500721156	0.0	1.0	2.321928094887362	0.0	0.0	0.0	3.4594316186372973	0.0	2.807354922057604	0.0	4.247927513443585	0.0	3.321928094887362	1.0	3.9068905956085187	2.0	0.0	0.0	2.807354922057604	0.0	0.0	2.807354922057604	2.807354922057604	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.584962500721156	2.321928094887362	0.0	0.0	4.321928094887363	0.0	0.0	1.584962500721156	2.0	1.0	0.0	0.0	1.584962500721156	0.0	1.584962500721156
g__Cyanea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	2.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	2.584962500721156	0.0	1.0	0.0	2.807354922057604	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	4.169925001442312	0.0	0.0	0.0	5.930737337562887	3.4594316186372973	0.0	0.0	1.584962500721156	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	1.584962500721156	0.0	1.584962500721156	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cyanobium_PCC-6307	4.584962500721156	6.409390936137702	12.91904952367693	13.208081909981123	9.442943495848729	10.158609688214478	8.442943495848729	11.204571144249204	0.0	12.506803437795647	12.703687325967547	10.64565843240871	12.049508251055096	12.558181519860028	11.950191349972702	9.995767150877802	11.685186796595348	10.391243589427443	10.584962500721156	10.760719947465624	13.564744931424242	9.095397022792557	12.532112370794998	10.023754353299417	11.60177078840771	9.167418145831737	10.156083076288681	10.64565843240871	10.648357582009666	11.95746484680521	11.761551232444479	11.111135670234708	11.646558710154547	6.906890595608519	10.696967526234287	9.428360172704291	9.912889336229961	9.64565843240871	10.854868383260236	10.308339030139408	9.562242424221072	7.592457037268081	9.722807531169547	12.528698283574188	7.813781191217037	10.43567026093655	9.984418458801137	12.029632328044137	9.818582177480858	9.682994583681683	11.490850876740298	12.073806847178492	9.169925001442312	10.577428828035748	11.068106475858773	12.941414470942911	10.159871336778389	10.397674632948268	9.714245517666123	12.00982861736811	10.671541066711884	8.936637939002571	11.930367747438952	11.398209261466851	12.613559277788264	9.878050912728536	0.0	12.20945336562895	8.76487159073609	9.375039431346925	12.177730967033272	11.418379719364957
g__Cybister	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cyclocanna	1.0	0.0	0.0	0.0	1.584962500721156	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
g__Cyclocybe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cyclonaias	0.0	6.169925001442312	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9068905956085187	1.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	4.523561956057013	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.321928094887362	0.0	0.0
g__Cyclophorus	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cycloseris	0.0	0.0	6.918863237274595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.060695931687555	0.0	0.0	0.0	7.3750394313469245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cyclostephanos	4.459431618637297	7.3750394313469245	2.321928094887362	7.78135971352466	6.754887502163468	11.043027283594547	0.0	9.562242424221072	5.832890014164741	9.238404739325079	4.523561956057013	6.599912842187128	5.614709844115208	9.13699111208023	5.0	6.357552004618084	9.052568050804153	9.618385502258606	3.169925001442312	6.247927513443585	5.491853096329675	11.246740598493144	3.321928094887362	10.54978466794786	0.0	11.16867211813223	8.51175265376738	10.158609688214478	6.658211482751795	10.210671343785622	7.451211111832329	7.257387842692652	6.554588851677638	9.290018846932618	4.0	6.285402218862249	6.189824558880018	9.388017285345136	2.321928094887362	6.727920454563199	5.087462841250339	11.189206834597025	4.087462841250339	9.851749041416058	1.0	9.372865060112588	9.12670447284319	10.394462694610317	3.4594316186372973	12.36112133473479	3.4594316186372973	8.954196310386875	4.087462841250339	12.436190995481416	0.0	9.149747119504681	3.4594316186372973	13.188897873242189	1.584962500721156	9.59618975614441	1.584962500721156	10.51865315567339	9.693486957499324	10.228818690495881	6.129283016944966	12.803525736911427	0.0	9.594324603924848	4.459431618637297	10.798471801101618	8.611024797307353	9.840777923595054
g__Cyclotella	11.171176797651771	11.727920454563199	3.9068905956085187	10.004220466318195	8.854868383260236	12.252074042796185	6.20945336562895	10.203348002979762	12.742730476519174	13.149429590056743	11.643405277115674	10.273795599214264	11.521600439723727	11.154818109052105	9.744833837499545	10.48683502156305	13.6713199131833	13.273067075722095	11.263269200372662	10.766528908598865	11.722380635163802	12.51791539291587	7.577428828035749	12.80715363917749	5.321928094887363	13.088788238716907	10.471675214392045	11.829722735086058	13.26810333561092	13.122827994807666	11.916999049082808	9.995767150877802	12.787698543971324	11.080151309614088	8.632995197142957	11.178042328864821	13.457124331540804	11.591989767615125	9.73978060977326	11.365228849251544	9.689997971419446	12.912515144802397	8.005624549193879	11.733439082899434	5.20945336562895	10.94104760634058	10.064742764750257	12.733227217851562	6.066089190457772	11.302638923787553	6.0	10.541096615349524	8.027905996569885	10.535275376620802	8.262094845370179	10.925554439873554	6.149747119504682	11.571278618514595	5.672425341971495	10.681238411777805	6.266786540694901	10.894817763307943	8.768184324776927	11.719816603018126	7.721099188707186	11.925183519434208	5.584962500721156	10.153552031708111	5.554588851677638	11.491352073563435	11.790755750118313	12.24198314969433
g__Cycloteuthis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cyerce	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	4.321928094887363	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	3.169925001442312	0.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	3.4594316186372973	0.0	0.0	5.672425341971495	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.807354922057604	1.584962500721156	0.0	0.0	2.584962500721156	0.0	0.0	0.0	0.0
g__Cylindrifflugia	2.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cylindroiulus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cylindropsyllus	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	3.169925001442312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cylindrospermopsis_CRJ1	0.0	0.0	2.0	4.087462841250339	0.0	0.0	0.0	0.0	0.0	0.0	3.321928094887362	5.392317422778761	0.0	0.0	3.169925001442312	4.807354922057604	0.0	0.0	0.0	5.882643049361842	0.0	0.0	3.807354922057604	4.807354922057604	4.523561956057013	0.0	3.807354922057604	0.0	5.523561956057013	0.0	3.807354922057604	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.044394119358453	0.0	0.0	4.643856189774724	3.169925001442312	0.0	0.0	0.0	5.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	3.321928094887362	0.0	0.0	0.0	3.321928094887362	4.754887502163468	0.0	0.0	5.614709844115208	5.857980995127572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.78135971352466
g__Cylindrotheca	7.679480099505446	0.0	5.0	0.0	5.807354922057604	0.0	0.0	0.0	0.0	0.0	1.584962500721156	3.169925001442312	0.0	0.0	0.0	1.584962500721156	3.169925001442312	0.0	0.0	2.321928094887362	1.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	1.0	0.0	5.285402218862249	0.0	3.0	0.0	5.727920454563199	1.584962500721156	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	3.4594316186372973	0.0	2.0	1.0	3.321928094887362	0.0	0.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	1.584962500721156	0.0	3.169925001442312	0.0	0.0	0.0	4.247927513443585
g__Cylindrus	0.0	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cymathaere	0.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0
g__Cymbella	0.0	0.0	0.0	0.0	1.584962500721156	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.087462841250339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.888743248898259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.321928094887363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.672425341971495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.252665432450248	0.0	0.0
g__Cymbiodyta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cyphoderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cyprideis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.321928094887363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cyrtonia	4.247927513443585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.491853096329675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0
g__Cystobasidium	1.584962500721156	0.0	0.0	6.7414669864011465	2.321928094887362	3.9068905956085187	0.0	0.0	7.044394119358453	0.0	5.554588851677638	4.954196310386875	0.0	11.515207030408751	6.491853096329675	0.0	3.700439718141092	1.584962500721156	0.0	3.4594316186372973	0.0	5.087462841250339	0.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	6.285402218862249	0.0	0.0	5.554588851677638	4.087462841250339	1.0	1.584962500721156	7.392317422778761	2.321928094887362	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.169925001442312	0.0	0.0	0.0	4.459431618637297	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.409390936137702	0.0	0.0	0.0	4.754887502163468	0.0	0.0
g__Cystoclonium	0.0	0.0	0.0	0.0	0.0	0.0	4.857980995127572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584962500721156	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4594316186372973	0.0	0.0	0.0	3.584962500721156	1.584962500721156	0.0	0.0	3.169925001442312	1.584962500721156	0.0	0.0	5.321928094887363	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	5.285402218862249	0.0	0.0	0.0	1.584962500721156	0.0
g__Cystoseira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cystosphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cytaeis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
g__Cytophaga	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	2.584962500721156	0.0	2.584962500721156	0.0	0.0	6.426264754702098	0.0	0.0	2.807354922057604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4594316186372973	4.857980995127572	0.0	1.584962500721156	3.700439718141092	4.754887502163468	0.0	0.0	4.643856189774724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584962500721156
g__Dactylosiphon	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	1.584962500721156	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Danarma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	3.700439718141092	0.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.807354922057604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Daphnia	0.0	0.0	0.0	5.807354922057604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754887502163468	0.0	0.0	0.0	5.554588851677638	0.0	0.0	0.0	4.700439718141092	0.0	3.4594316186372973	0.0	5.426264754702098	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	4.0	0.0	0.0	0.0	5.78135971352466	0.0	0.0	0.0	13.836149004245492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.044394119358453	0.0	0.0	0.0	5.977279923499917
g__Dardanus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584962500721156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Darwinula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321928094887362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Dasya	3.169925001442312	0.0	0.0	2.0	0.0	0.0	4.321928094887363	1.584962500721156	3.4594316186372973	0.0	1.0	3.9068905956085187	1.584962500721156	0.0	1.0	4.392317422778761	0.0	1.584962500721156	0.0	3.9068905956085187	2.0	1.584962500721156	3.321928094887362	1.584962500721156	1.0	0.0	4.247927513443585	2.321928094887362	3.584962500721156	0.0	1.584962500721156	1.584962500721156	3.0	0.0	0.0	3.807354922057604	1.0	0.0	0.0	3.321928094887362	3.807354922057604	1.584962500721156	3.9068905956085187	0.0	2.584962500721156	0.0	2.0	0.0	5.930737337562887	2.0	3.9068905956085187	0.0	4.0	0.0	3.584962500721156	2.0	4.807354922057604	1.584962500721156	4.906890595608519	0.0	2.321928094887362	2.321928094887362	3.584962500721156	3.169925001442312	1.584962500721156	0.0	5.285402218862249	2.0	0.0	0.0	0.0	0.0
